"Symbol"	"Control"	"Control.1"	"Control.2"	"Control.3"	"Control.4"	"Control.5"	"Control.6"	"Control.7"	"Control.8"	"Control.9"	"Control.10"	"D0_moderately"	"D0_moderately.1"	"D0_moderately.2"	"D0_moderately.3"	"D0_moderately.4"	"D0_moderately.5"	"D0_moderately.6"	"D0_moderately.7"	"D0_moderately.8"	"D0_moderately.9"	"D0_moderately.10"	"D0_moderately.11"	"D0_moderately.12"	"D0_moderately.13"	"D0_moderately.14"	"D0_moderately.15"	"D0_moderately.16"	"D0_Severe"	"D0_Severe.1"	"D0_Severe.2"	"D0_Severe.3"	"D0_Severe.4"	"D0_Severe.5"	"D0_Severe.6"	"D0_Severe.7"	"D0_Severe.8"	"D0_Severe.9"	"D0_Severe.10"	"D0_Severe.11"	"D30_moderately"	"D30_moderately.1"	"D30_moderately.2"	"D30_moderately.3"	"D30_moderately.4"	"D30_moderately.5"	"D30_moderately.6"	"D30_moderately.7"	"D30_Severe"	"D30_Severe.1"	"D30_Severe.2"	"D30_Severe.3"	"D30_Severe.4"	"D30_Severe.5"	"D30_Severe.6"	"D7_moderately"	"D7_moderately.1"	"D7_moderately.2"	"D7_moderately.3"	"D7_moderately.4"	"D7_moderately.5"	"D7_moderately.6"	"D7_moderately.7"	"D7_Severe"	"D7_Severe.1"	"D7_Severe.2"	"D7_Severe.3"	"D7_Severe.4"	"D7_Severe.5"	"D7_Severe.6"	"D7_Severe.7"	"D7_Severe.8"
"O75643"	8.869115203	8.450285428	8.613181799	8.744191554	8.595032901	8.571557884	8.482947778	8.415763575	8.993011157	8.954308601	8.490998957	8.99328408	8.896443011	9.092135223	8.755169067	8.993026994	8.945471877	8.977930208	8.571843776	9.024662212	8.551169867	8.946311296	8.944088582	8.714305372	8.772952881	9.028483644	8.972087374	8.608216786	8.444693474	8.22187432	8.773115793	8.84505856	9.04821028	8.655134234	8.583584785	8.643824545	8.409145709	8.56069849	8.829743447	8.260218091	8.6074334	8.967148404	9.097414282	9.159852675	8.958387895	8.613900645	8.918159179	9.233126165	8.605251875	8.56148933	8.683033746	8.696405403	8.962858912	9.02973315	8.11602501	8.567983158	8.913464013	9.210631766	8.95513567	9.113621012	8.865577383	8.599344979	8.731074766	8.869558794	9.095994368	8.440790784	8.592145861	8.714241724	8.263839903	8.282289273	8.538220352	8.872886677
"P25788"	10.12222098	9.888287609	10.28989964	9.454216899	10.24958659	10.28838547	10.11222604	9.440137822	9.255176667	9.236815289	9.285237007	9.350108512	9.79151115	9.623725237	9.777689428	9.354444634	9.975091959	9.912459949	9.401046887	9.971773827	10.0964205	10.00366223	9.867769446	10.14940544	9.952591767	10.0965738	9.678864151	9.961261633	9.634842995	9.267906785	9.689128733	10.05380323	10.34325278	9.479858746	10.43872831	9.90397157	9.54683886	10.00967597	9.569660654	9.542375002	10.11038245	9.992308447	9.567066987	9.201417057	9.96302483	10.30511572	9.541269714	10.05610295	10.44356028	10.11551415	9.564137728	10.01007614	9.622904446	10.7086608	9.657639739	9.77866204	9.765924281	9.584240788	9.498583353	10.06421804	9.679097894	9.952688939	10.01083048	9.957803537	9.657714068	9.916936964	9.848037084	9.873750944	9.373401906	9.465293818	9.437798964	10.01512205
"P08865"	9.47938464	9.219474199	9.746599061	9.45048502	9.356571563	9.691901659	9.809239652	9.407405221	8.977573439	9.083556131	9.05915357	8.897878321	9.028993846	9.142776491	8.989537324	9.159515164	9.417893491	9.477120427	9.076214058	9.137443875	8.958990691	9.032977166	9.544800511	9.12255798	9.072064478	9.433860512	9.34594745	8.984012761	9.043156178	8.727436984	9.07315347	9.243594256	9.149922801	8.951992877	8.879752388	9.522609628	8.629242369	9.388511156	9.090117733	8.775088494	9.851500066	9.185907567	9.489147278	9.553258283	9.144376506	9.762178619	9.46997728	9.800480236	9.891695489	9.771212847	8.926394979	9.763862619	9.45213955	9.91688447	8.861841712	9.289181586	9.555426565	9.431141009	9.082072017	9.544770297	9.107425904	9.395957895	9.12804399	9.015934053	8.976770149	9.16635297	9.327710575	9.270252667	8.73975608	8.983720912	9.106605175	9.380301278
"P19878"	8.396298639	9.039646482	8.244938164	8.890165115	8.785916272	8.787243254	8.814450818	8.078166669	8.333557427	8.162171391	8.348395945	8.884174838	9.896091868	8.698894111	9.206937641	8.87104717	8.92888345	8.911733567	8.548115466	9.033922825	8.864170573	9.508084656	8.694017656	9.790887124	9.790107009	9.18871896	8.35526718	9.146060418	8.673650769	8.523766642	8.828908042	9.075912979	8.599610789	8.550951378	8.614940551	8.71272734	8.550405401	8.745840339	8.237637922	8.240222641	8.754987145	8.77893317	8.884062711	8.577673012	8.910068348	8.634982678	8.644137478	8.98348115	8.951580593	9.176043224	8.274864204	9.260256689	8.633529072	8.837127167	8.188101374	8.345442147	9.006060298	8.846209012	8.996172934	9.066828601	8.607835422	8.775255445	9.082736873	8.786910664	9.344821526	9.045892437	8.782672735	9.057062938	8.32214266	8.94006487	8.55070382	9.023749867
"P55209"	7.857446996	8.247856528	8.043803794	8.121833484	7.638520696	8.095655606	8.254967019	8.212612816	7.810876927	7.511608877	8.570029692	7.620516224	8.241069967	7.981925693	8.126977024	8.299987502	7.569233862	7.828010294	8.654087285	7.486220657	8.135680007	7.621460996	8.389909307	8.104933704	7.421447571	8.265515393	7.633817296	8.129644318	8.279195279	8.234455142	7.73628584	8.158278549	7.983782329	8.346148849	7.504898193	8.200322864	8.353058558	8.289711584	7.775340979	8.23894686	7.710580059	7.906886423	7.473120946	7.431889022	7.418428548	7.899835678	7.972577894	7.882612571	8.283879219	7.97097337	7.685132693	8.132474077	8.229569857	8.030714072	8.683216847	8.346589991	7.758324262	7.828779702	7.872742952	7.88929843	7.153101557	7.951837606	7.337708225	7.763101893	7.948742212	8.647781961	7.945046501	8.030223015	8.417188385	8.272276279	8.375736918	7.999253985
"Q9H299"	11.12094043	11.37596319	11.19743774	11.10327914	11.0080755	11.55664658	11.40693989	9.979400459	9.787545525	9.523256324	10.03842745	9.850899411	10.39091031	9.753852862	9.838064977	9.989827312	11.1704707	10.18578002	10.86111316	10.42549119	10.67485769	10.46128831	11.19528971	10.37974541	10.43213431	10.7662534	9.817157605	10.97407302	9.532397454	9.942975267	10.18445023	10.17823815	9.240086925	10.54324075	11.18629817	10.3390379	10.7783797	10.1995262	10.03742027	10.04912338	10.98010246	10.40050213	10.43108045	9.62716162	10.68129028	11.4144812	10.94474223	11.01659783	11.41028267	11.28684582	10.73039331	11.2706192	10.71347187	9.930872386	11.13441779	11.09589468	10.83222162	10.60947242	10.32969392	11.1134371	10.25491656	11.04087995	10.30022789	10.58350484	10.38143968	11.18087265	10.40609677	10.49749281	11.00917981	10.27377572	11.39168294	10.34675744
"Q8WYJ6"	9.852982095	9.108981349	9.593002568	9.402307525	9.434463813	9.921006276	9.63946115	9.241537629	8.873020211	9.046493777	8.864466241	8.63236518	9.082355377	9.20647388	8.515088254	9.079376433	9.511553822	9.32066486	8.804708711	8.828921896	8.841965397	9.202517597	9.512763793	9.007803308	9.095763635	9.269545464	9.125299141	9.345074739	9.485606224	8.778641314	8.8558774	8.491078433	9.343652913	8.786598265	9.208706056	9.201929205	9.079513735	9.017481209	8.930835084	8.690651963	9.918254189	9.1979204	9.958626326	10.20283689	9.410668331	10.0596546	9.369128857	9.610576916	9.383025477	9.730284175	9.444249553	9.504175676	9.208637419	9.655242192	9.141961762	9.072390483	9.575224051	9.526400907	9.039578875	9.67039293	9.176643521	9.515795395	9.108233383	8.474014529	8.969239699	8.878950157	9.194597239	8.779527579	8.479966664	8.898853502	8.55387593	9.137616042
"P63000"	8.086040446	8.669094615	8.032887403	8.87073786	8.247973377	8.678613618	8.445272332	8.469687521	9.027329387	8.201051336	8.522566929	8.819564723	8.393642437	8.851402225	8.530196148	8.773648011	8.324945198	8.282829224	9.118383036	8.761773437	9.054425853	8.340659191	8.420811845	8.158851165	8.308898882	8.799803056	8.655195566	9.080279259	8.286351702	8.922042951	8.051408666	8.842850747	9.108648438	8.545972085	8.03207901	8.468429173	8.98527644	8.37011892	8.362913819	8.756066288	8.358402287	8.607455348	8.387271803	7.770938314	8.733960013	8.606434548	8.439927329	8.355162242	8.405295868	8.762106322	8.683618247	8.45968389	9.042305144	8.413770057	9.355339897	8.854984858	8.636904782	9.056406081	8.71816645	8.511553089	8.740067873	8.928767371	8.151058949	8.838449625	9.272532528	8.815703202	8.426904496	8.547968692	8.982447753	8.927977506	8.972964538	8.420795496
"P27695"	9.628269878	9.179212198	10.22479677	9.56868614	10.25330742	9.553230758	9.52841769	8.485846144	8.900289935	8.924429956	8.190122518	9.208786692	9.148355137	9.088167198	9.153156987	9.473888045	9.212384157	8.077949335	8.632497179	9.488177124	9.433398727	9.494580731	9.31524674	9.105452683	8.768323956	9.454456624	9.633161294	9.228226381	9.751089411	8.448015158	9.401345548	9.223156364	8.549534166	9.310638287	9.971456287	8.994537007	8.630339756	9.202591559	9.304216728	8.886399972	9.637262507	9.369076366	8.907943743	8.707307366	9.777641624	9.623501433	10.13052001	9.834215048	9.148560418	9.21886876	9.638031147	9.28024981	9.401853545	10.02962598	8.749506984	8.712795701	9.652528567	8.842036509	9.292154226	9.707938142	9.744667159	9.139039151	9.512974256	9.310376487	9.110271381	8.820496566	9.438698117	9.474678491	8.658538338	8.692425013	9.249857671	9.501726033
"Q8N392"	6.465038713	7.139538507	6.811421428	7.111265331	7.104690512	6.656589409	6.665615428	7.191461229	7.395846596	7.346487375	7.23504675	7.94103037	7.602703783	7.397819194	6.736715302	7.340667364	7.266413679	7.060825379	7.805777629	6.757408924	7.355588729	6.936447535	6.817749041	6.520313383	7.005927966	6.899223013	7.466448387	7.123648429	7.195702407	8.05994718	7.016029434	6.927796428	6.930423727	7.708993146	7.236059662	6.928181573	7.382087223	6.569603885	7.048212695	6.955596443	6.397748485	6.906395718	6.336855257	7.895761854	7.076088444	6.84337433	7.305068343	6.946734418	6.87473496	6.698839383	7.660065193	6.867106905	7.143969034	7.459784844	8.010470154	7.228647731	7.156732179	7.709007912	6.658796199	6.99199949	7.522346183	7.05840377	6.667170716	7.094755404	7.536902148	7.635795627	6.82640602	7.00024265	7.954616533	7.364453375	7.550864848	7.109796155
"Q6P4A8"	9.726386879	8.537466904	9.108782003	9.576673694	9.074109378	8.7892616	8.561266575	9.757955115	9.669999117	9.01203251	8.89703621	9.497438791	9.118582218	10.05700571	10.20169823	9.504738629	10.25439765	10.09814052	9.060291584	9.813270892	10.28940771	9.555195786	9.229086371	10.10953433	10.84837626	9.895840918	9.879990874	9.690545654	8.709098457	8.621767116	9.947438262	9.758806982	9.311465238	9.198050349	9.233765218	9.689634516	9.559537713	9.5725796	10.01861431	9.46916317	9.365871059	8.739056441	9.333244872	9.02125861	9.319889896	8.665268462	8.881892902	8.699915938	9.051361684	9.258603862	8.504976314	9.52925157	9.316403098	9.166344907	8.427159817	9.405230573	9.348435111	9.681319001	10.26339641	9.170014487	9.455325276	9.323868057	10.67299445	10.16542157	9.642299058	9.804289854	9.616815112	10.15190288	8.764760827	9.879102036	9.1525121	9.558915808
"Q14766"	9.849734563	9.870130593	9.806801314	9.697690286	9.636291278	10.11721001	9.868607425	9.379219342	10.1929758	9.224731174	10.37000301	9.864466438	10.3319874	9.322478969	9.534202484	9.731513051	9.944688024	9.741553439	10.24267723	9.43858532	10.33337577	9.851167497	9.866979585	8.985247851	9.388920106	9.947510379	9.265083834	10.18961029	10.22371993	10.47611993	10.19242879	9.505405592	10.28077772	10.40598017	10.78419126	9.522299151	10.9342635	10.12080415	9.72219973	10.55741482	9.312631414	9.463105197	9.165013598	9.273037257	9.430160479	9.749499973	9.62124618	9.533874874	10.05386938	9.086681382	10.27372583	9.442184426	9.80082152	9.670409275	10.36773224	9.449337791	9.511124491	9.802299247	9.788604694	9.79851045	9.852708456	10.01872993	9.09155331	10.14136521	10.69557103	10.36567615	10.18608288	10.12009019	10.77863101	10.50601991	10.07796157	9.870614093
"Q14739"	8.722620806	8.990155157	8.219666036	8.798873942	9.273964479	7.888384464	7.882783229	7.850579523	9.358604351	9.375019381	8.347511441	9.24743158	8.771285911	9.094197165	8.022369781	8.865107031	8.4090942	8.525813664	8.360764861	9.143100833	8.504242229	8.58990119	8.4637981	8.505550477	8.27243625	8.553423147	9.044613166	8.371481297	8.143055687	9.079855566	8.782613535	8.546345471	9.168496008	8.569858308	8.058850592	8.385259833	8.821357917	8.34081051	9.220712588	7.887568155	7.834127634	8.791347849	8.830557938	8.368246242	9.311980788	8.231598051	9.164136686	8.641346366	7.577822362	7.909954382	9.090868037	7.722990285	8.889493905	7.609038516	7.636239301	7.86592939	8.497071658	8.199231542	8.869129836	8.499075365	8.862667064	8.07542394	9.211976873	9.072142858	9.117169611	7.879292195	8.906797334	8.97099953	7.8483687	8.65937452	8.341409261	8.671088774
"Q16629"	10.72685783	10.80975792	10.65710162	11.15237571	10.66896079	10.9194175	10.7212294	11.14346364	10.23402338	11.0369259	10.46471459	10.63695441	10.49323102	10.42407384	10.8923707	10.54217958	10.83458403	10.78226789	10.19307944	10.56062416	10.32676953	10.53600538	10.52033526	10.70529299	10.50420761	10.89990859	11.25136522	10.34750973	10.71293605	9.886392856	10.65153515	10.62832706	10.51454068	10.45067175	10.95354007	10.40802362	9.759883873	10.43245143	10.57316439	10.19371282	11.07529638	10.71661442	11.55204406	11.64856508	10.67839027	11.16983963	10.83320189	10.85139321	10.81765044	11.04538091	10.40749878	11.39472086	11.15357405	11.0919854	10.29483916	10.39130825	10.47264362	11.20625171	10.47215556	10.70089633	10.95118663	10.28232431	10.86795972	10.95177556	10.8292418	10.26193643	10.74944423	10.60724411	9.840448205	10.01440311	10.49627435	10.70002705
"P00918"	8.590258907	8.937073124	8.873818307	9.27692916	8.846623908	8.896101261	8.970901561	9.062341285	8.973787628	8.837953158	9.408235315	8.931328247	9.311033625	8.907444437	8.792845163	9.591534901	9.057668508	8.836462759	9.481411049	8.440680192	9.320328364	8.793782586	8.971413349	8.805173382	8.824289363	8.856021758	8.581573431	8.991954828	8.862222096	9.181038552	9.06896846	8.758100512	8.735312406	9.198103201	8.538278967	8.95154713	8.777209043	9.384146974	8.748407256	9.524563705	8.415384523	8.581944767	8.246408411	8.606903683	8.802575771	9.028685547	9.065131416	8.743491116	9.007783144	8.992555899	8.441600109	8.795780254	8.720427461	9.140342217	9.186349722	9.276346693	9.120556066	8.976907547	9.247507504	8.784240466	8.864361444	8.973806766	8.664729942	8.912583009	8.847334407	9.169587887	8.827348042	8.49591633	9.441181935	8.915574345	9.211058554	8.783719461
"Q15056"	11.01250143	10.36571294	10.9479598	10.62927671	10.46023704	10.86949911	10.82887277	10.00028869	9.546985701	9.684880959	9.381965778	10.13452046	10.06355695	9.805856523	10.15845876	10.37735115	10.89973485	10.74887715	9.955524485	10.43230809	10.45642302	10.32301666	10.78679564	9.958335739	10.02168946	10.52074274	10.43414019	10.61912134	10.96590356	9.490697776	9.882363036	10.30657526	10.95368225	10.10276345	11.12129913	10.02193956	9.432851333	10.01847418	9.931993486	9.734114244	10.93221012	10.16506408	11.52641005	9.964243185	10.6131131	10.99150282	11.2473073	11.07263763	10.69710973	10.67096149	10.00757268	10.68880482	10.40904342	10.84460821	10.09942056	10.24205286	11.18261617	10.76402694	10.29411187	10.55198991	10.91156054	10.46569241	10.44425572	10.01930668	10.18237969	10.3606817	10.32640193	10.10239305	9.547960736	9.873693438	10.33443723	10.44478815
"Q9H2U2"	9.039258342	8.917694183	8.919099182	8.990211176	8.845142062	8.775988082	9.0000349	9.381544747	8.77117538	8.340382212	9.172998817	8.38912854	8.728247954	8.505668233	8.60905587	8.74763409	9.002717136	8.586813114	8.631462069	8.685749568	8.422980883	8.562165876	8.72406146	8.526287224	8.916177511	8.345735851	8.273672969	8.65834293	7.859656599	8.287189975	8.501959574	8.683661597	8.889786486	8.170938203	8.935869925	8.568539781	7.946120217	8.720440984	8.800873633	8.58346012	9.013196915	8.528555379	8.591607417	8.590957537	8.627791878	8.950058651	8.487864967	9.09796804	9.142986255	9.299542908	8.297526852	9.15588574	8.359334157	9.194630604	8.231145523	8.481459274	8.916754007	8.612996867	8.884683843	8.716983869	8.645276562	9.062888827	8.681647946	8.665819353	8.450035632	8.738844643	8.434069294	8.65465058	8.315716985	8.323835742	8.534112238	8.720981029
"P30086"	11.04287458	10.80194988	11.14744636	10.31814765	10.82025293	11.09500469	11.10426604	9.795533354	9.481358656	9.537078162	9.514516692	9.629896023	9.950962316	9.981202118	9.705047988	10.70608524	10.14398623	10.19605167	9.77562048	10.18468941	10.30181079	10.3964895	10.57571314	10.05135947	10.01056672	10.46576431	9.996889491	10.57759739	9.296846487	9.440043665	9.994173274	10.19358406	9.130591485	10.15820151	9.214654944	10.25811956	9.988037248	10.53517929	9.756951168	9.668116435	10.91820027	10.50797163	10.14316705	9.737905573	10.43846553	10.99631908	11.0119775	10.89609718	10.92124983	10.81433145	9.920165655	10.91302304	10.40066186	10.31303674	9.861291591	10.26958113	10.31426306	10.13052119	10.21047823	10.92441373	10.48181032	10.49073053	10.26858643	9.964471602	9.860404507	10.1305107	9.636922747	10.01447526	10.02391506	9.914684696	9.948867518	10.14654005
"P29144"	8.457687474	8.570801279	8.074487221	8.756226397	7.877557871	8.576712826	8.563194391	8.269893041	8.526991686	7.664968783	8.6671261	8.649227313	8.4725763	8.363466373	8.884972013	8.466072544	8.52853633	8.511650456	8.607020429	8.576801572	8.779474018	8.508380308	8.586011361	8.040287282	8.593970736	8.632588295	8.061382476	8.65275188	8.053307579	7.839149905	8.308692848	8.143473723	9.049951554	8.410416617	7.766994416	8.401507321	8.425582925	8.726393048	8.129444804	8.526477839	8.392882166	8.45659145	8.270589954	8.108934839	8.307530373	8.327032874	8.494400078	8.60984044	8.76363175	8.852685191	8.772698377	8.490272251	8.577858065	8.197278591	8.548573204	8.406922236	8.428550399	8.594699609	8.351421396	8.603134248	8.64263927	8.517848727	8.449557923	8.433028447	8.394787313	8.086669301	9.112089176	8.405123966	8.481343073	9.018871459	8.766518802	8.21926044
"Q04637"	8.58289761	8.776356711	8.902617712	8.767067262	8.776665723	8.476598916	8.881833129	8.295921506	8.8446089	8.596641282	8.399030355	9.414771405	8.899598244	8.795485356	8.742593588	9.025190654	8.903954272	9.266938813	9.08647085	9.121577059	8.911363371	9.073061937	9.061874741	8.715675736	8.678275998	9.058458393	9.128192295	9.245355708	9.293224962	8.848238626	9.107671179	9.031035488	9.21500912	9.093394334	9.366492316	8.817761206	8.763408837	8.667862131	9.131616208	8.982146554	8.584219981	8.868865699	9.212474708	8.590113886	9.126947515	8.706223251	9.223364088	8.901661793	8.632120655	8.824719068	8.99498135	8.760238309	9.018785884	9.117193952	8.757503648	8.884741659	8.988152441	8.799423097	8.942988792	8.852671219	9.128533061	8.841356799	8.668492273	9.007307932	9.276330675	8.870105082	8.894334535	9.112335505	8.875205395	8.941133184	8.883439583	9.159298745
"P47755"	8.498999757	8.564797054	8.707476216	8.591323334	8.040218265	8.680707043	8.622241864	8.435545105	8.147135463	8.880679556	8.793152988	8.178215499	8.425760374	8.154614382	8.318704842	8.300366929	8.366557932	8.283521912	8.604671672	8.374028699	8.471969088	8.52367889	8.577168136	8.492956932	8.344342089	8.453383608	8.122053951	8.651799936	8.478398719	8.177230996	7.87419935	8.559920314	8.638672086	8.033615512	8.108385792	8.604520406	8.320862345	8.259045294	8.168008426	8.377382771	8.605792429	8.558599343	8.482134208	8.844512177	8.444027216	8.603449664	8.208794304	8.513133051	8.788982309	8.65659843	8.262540377	8.608773182	8.490756014	8.381450378	8.750204007	8.787220198	8.393897234	8.663725293	8.350975425	8.532082066	8.46131149	8.402830869	8.397815713	8.208485459	8.151837853	8.610543186	8.445731962	8.244972932	8.646904335	8.214711883	8.944576443	8.35739834
"P23526"	9.667521856	9.557973034	9.684100596	9.444041166	9.321386659	9.513805321	9.56600496	9.281643889	8.892579362	8.903978835	8.775316623	9.255941209	9.270641784	9.19067216	9.773474426	9.483601577	9.888830113	9.601508868	8.954591034	9.544787377	9.356534836	9.578450133	9.685317517	9.726699033	9.733739243	9.430505338	9.424245599	9.597129183	10.15391644	8.941924546	9.235389853	9.596834661	10.44853892	9.351503273	9.468503398	9.831456203	9.00383001	9.914089327	9.733038735	9.51450111	9.787059783	9.131228456	9.708671085	9.245699256	9.502632645	9.717504786	9.584870718	9.550813325	9.436631105	9.502483584	9.092934813	9.576151559	9.478693912	9.776818778	9.023900235	9.29063161	9.922118188	9.726610467	9.545376571	9.574010392	9.453295715	9.213395046	9.75987439	9.336970177	9.322273167	9.601721824	9.821279877	9.343077179	9.143218411	9.552308243	9.357250341	9.517887305
"P16109"	9.686093908	10.31761883	9.548239124	10.21597214	9.493035048	10.03903409	10.04586316	10.28434651	10.31582292	9.735457655	10.84465871	10.02575084	10.87293595	9.947351978	9.900580671	10.10136541	10.74292179	9.99626379	10.82743226	9.836472987	10.22169919	9.974378747	10.17174393	9.577294529	9.488285233	10.32361921	10.02531003	10.14758335	10.15304712	10.66142159	10.24379547	10.04675588	9.879557861	10.12633587	10.62977813	9.632893638	10.56658379	9.920156305	9.70089917	10.58177496	9.280796821	9.165997172	9.774759502	10.26994093	9.646425693	10.14214801	9.889534794	9.579488308	10.23367937	9.791043719	9.491191579	9.984995776	9.965871916	10.08820232	10.80423735	10.44986165	10.68822591	10.92507567	10.01317142	9.755775779	10.02749847	10.31015743	9.651547174	9.919247781	10.53700746	10.44192247	10.15281683	9.93386558	10.97687224	10.69773307	10.30172038	9.827327572
"P62906"	8.685649163	8.754811541	8.628619777	8.548057967	9.122420713	8.249864089	8.440054865	8.045253079	8.805831543	8.992080763	8.501452732	8.561674766	9.022514283	9.125281481	9.382960193	9.077672028	8.830922374	8.980554836	8.434842465	9.215964495	8.850026664	8.891229678	8.72946291	8.514229552	8.70319284	8.867234388	9.409474689	8.483851784	8.314738753	8.391381444	8.565668078	8.583686104	8.288011894	9.125044849	9.167608873	8.527872117	8.374823626	8.648391759	8.620241021	8.87119058	8.803524081	8.586122404	9.134635879	8.808213217	9.203851684	8.548764508	8.738243675	9.062497393	8.407538099	8.490213325	9.373995518	8.605565602	8.919403329	9.396567231	8.55787385	8.7992936	9.165055439	9.028803303	8.580809792	8.950337968	9.484020126	8.780682673	8.836557861	8.82057374	8.341423819	8.262013456	8.829683056	8.531782491	8.496726358	8.511326823	8.448834315	8.724439409
"Q07666"	10.03582783	8.816086603	9.757175015	8.84408936	9.569477288	9.347249798	8.921883602	9.126091682	9.235739869	9.69087108	8.538094802	9.472017185	9.143902645	8.818711359	9.043965383	9.638767568	9.480227875	9.710410834	9.154454196	9.511870564	9.295994053	9.216024102	9.726247432	9.124560183	9.086195823	9.460779404	9.210879524	9.527798225	9.051750581	8.722071794	9.065642367	9.104248836	9.306999194	8.694341438	8.354111118	8.776538299	9.114316746	8.491286236	9.186292085	8.649167306	9.351968908	9.230446333	10.02233461	10.10076735	9.634670922	9.474336395	9.411816384	9.709387007	9.146682011	8.869118405	9.771224509	9.033922799	9.08152516	9.54333017	8.696575618	8.810118906	9.717899403	9.368423429	9.071669937	9.533693201	9.434108853	9.367177445	9.156931587	9.754109246	9.479798383	8.989271118	9.033127193	9.732507309	8.583912627	9.572479641	9.003035786	9.678833025
"P09917"	8.437856751	8.527865644	7.945423708	7.966774119	7.923042165	7.542017568	7.680390312	7.857138609	7.959787273	7.698484045	7.883124526	8.301690871	8.079642484	8.076291228	9.305858065	8.161413167	8.901373706	8.226931197	8.786656993	9.021111226	8.238644678	8.854590433	8.065302647	9.376285929	9.566880376	8.547179683	8.447121922	8.421887194	8.031016942	7.521906673	8.369228642	8.714205163	8.337522095	7.909042282	7.659093787	8.826842453	7.813233598	8.021977595	8.625970776	7.867706124	8.218297408	7.898492615	7.661252235	7.900504766	8.440157469	7.934380447	7.759434033	7.691355097	7.949536114	7.827148465	7.511538687	8.285284275	8.221388192	8.531615538	7.410269396	8.196064333	8.98561972	8.827742318	9.020417059	8.596760142	8.27624984	8.39753579	9.531992273	8.3169305	8.465499978	8.143900141	8.441393874	8.445599025	7.837874669	8.30848313	8.091661646	8.493479826
"P41226"	7.548010405	7.770451495	7.586140346	7.68066093	7.409389861	7.659303583	7.701001274	7.57978471	7.73019945	7.202210028	7.662512284	7.351612986	7.774794107	7.257566913	7.513735942	7.893157092	7.694969071	7.760901221	7.6637693	7.485772967	7.446405545	7.651988268	7.660238518	7.450072052	7.601510794	7.791397916	7.662977176	7.827809951	7.670579269	7.778636021	7.918951502	7.137458884	7.447413903	7.275905067	7.031538848	7.74045796	7.413380837	7.484599856	7.469539975	7.663818083	7.595352006	7.513334095	7.8731059	7.913766006	7.61832695	7.663445573	7.7232885	7.312156915	7.577080425	7.509102036	7.459230694	7.666436616	7.670642875	8.084897196	7.599162811	7.757989874	7.61168749	8.117141719	7.487192111	7.696325982	7.579536175	7.527167351	7.554338227	7.668064755	7.520384591	7.787553142	7.786134307	7.563157721	8.157543807	7.632849038	7.807593986	7.390665564
"P54577"	8.867520355	9.324279552	9.026777325	9.180710655	9.408004637	9.17502832	9.20281545	8.518008557	8.532321071	8.965434766	8.967667084	9.172611495	8.919612643	9.077954078	8.630124167	9.233802298	9.319051039	9.211459513	8.859689796	8.766175421	8.952463742	9.05663176	9.165770768	8.915119967	8.851512247	8.955226305	8.853724088	9.250011421	8.799650603	9.42668752	9.387456319	8.820896793	9.314204049	8.809523243	8.509653426	9.089393065	8.708076157	9.200733614	8.783164412	9.103505068	9.086605095	8.75268895	8.932333747	9.549499349	9.116605372	9.237975481	8.976789312	9.086030396	9.187612713	9.084240406	8.626227481	9.281768772	9.339389887	8.814063708	9.252358046	9.125490504	9.082826734	8.71023982	8.84225284	9.125753439	9.258167472	9.087556891	8.894381736	8.720269876	8.994377067	8.875801797	9.09428901	8.771925467	8.648869337	8.816139075	9.211543222	8.89100255
"P21281"	10.25434381	9.894731537	10.28632202	9.88113754	10.10657207	10.22898851	10.09239497	10.04601557	9.607860515	9.671184461	9.519522614	9.821635194	9.630793375	9.679678427	9.65744914	9.749607844	9.870340635	9.62085254	9.816067811	9.956672541	9.670946091	10.01218537	9.903955406	9.970396713	9.761493231	9.862003567	9.744359795	9.893232229	9.828526126	9.45274893	9.567997526	10.0800007	9.691015838	9.63783308	10.13877306	9.981389127	9.890486659	9.858992091	9.627908382	9.458370675	9.974754333	9.811054195	9.66484497	10.0729758	9.661519006	9.953053321	10.11130565	10.16180453	10.2741111	10.1290911	9.652486005	10.26439908	9.794138458	9.804674721	9.620305401	9.872706574	10.10309667	9.624433384	9.624917101	9.907215174	9.855495282	9.866973939	9.881488155	9.944970417	9.738390085	10.02453101	9.911975309	10.10216345	9.693844824	9.639748439	9.969553687	9.902448428
"Q9UNF0"	8.923543516	8.475032745	8.859299153	9.120047164	9.046940963	8.966050268	9.097175763	8.26173337	8.769540695	8.70598737	8.543356868	9.101157522	8.724113033	8.785299346	8.998462864	9.092625024	8.894056538	8.933002294	8.574013784	8.86322594	9.24414742	9.090577542	8.859186454	9.430242121	9.383561481	9.661242163	9.139452928	8.968969917	8.311859034	9.094575144	8.825914096	8.927522787	8.106450558	8.779763855	8.414201821	9.017184955	8.93367643	8.551945714	8.480128917	8.695475461	8.67841748	8.888407794	9.051418939	8.875284825	9.015749144	9.040494645	8.19213869	8.778788105	9.416481117	8.821963477	8.656857318	8.779468821	8.687641671	9.173023246	9.611014937	9.351302135	8.767706064	8.615466952	8.80933479	9.014786579	8.811262396	8.884257347	9.3124965	9.286773636	8.704380932	9.254038813	9.077373767	9.578788724	8.943662721	9.317431535	9.04960904	8.792668515
