"Symbol"	"Control"	"Control.1"	"Control.2"	"Control.3"	"Control.4"	"Control.5"	"Control.6"	"Control.7"	"Control.8"	"Control.9"	"Control.10"	"D0_moderately"	"D0_moderately.1"	"D0_moderately.2"	"D0_moderately.3"	"D0_moderately.4"	"D0_moderately.5"	"D0_moderately.6"	"D0_moderately.7"	"D0_moderately.8"	"D0_moderately.9"	"D0_moderately.10"	"D0_moderately.11"	"D0_moderately.12"	"D0_moderately.13"	"D0_moderately.14"	"D0_moderately.15"	"D0_moderately.16"	"D0_Severe"	"D0_Severe.1"	"D0_Severe.2"	"D0_Severe.3"	"D0_Severe.4"	"D0_Severe.5"	"D0_Severe.6"	"D0_Severe.7"	"D0_Severe.8"	"D0_Severe.9"	"D0_Severe.10"	"D0_Severe.11"	"D30_moderately"	"D30_moderately.1"	"D30_moderately.2"	"D30_moderately.3"	"D30_moderately.4"	"D30_moderately.5"	"D30_moderately.6"	"D30_moderately.7"	"D30_Severe"	"D30_Severe.1"	"D30_Severe.2"	"D30_Severe.3"	"D30_Severe.4"	"D30_Severe.5"	"D30_Severe.6"	"D7_moderately"	"D7_moderately.1"	"D7_moderately.2"	"D7_moderately.3"	"D7_moderately.4"	"D7_moderately.5"	"D7_moderately.6"	"D7_moderately.7"	"D7_Severe"	"D7_Severe.1"	"D7_Severe.2"	"D7_Severe.3"	"D7_Severe.4"	"D7_Severe.5"	"D7_Severe.6"	"D7_Severe.7"	"D7_Severe.8"
"P61978"	12.36891022	11.73388614	12.0597059	11.96263332	12.10496824	12.24011137	12.25118598	11.53286686	11.08401236	11.05378419	10.9632255	11.27431389	11.27760272	11.48928673	11.5302442	11.62341282	11.37112689	11.29285518	11.3443523	11.7499632	11.44857531	11.66419345	11.88645211	11.60756309	11.71065434	12.06712692	11.71485239	11.63900717	11.24018863	11.06179164	11.43047632	11.94649892	11.13467066	11.4317615	11.00574331	11.72183858	11.4916267	11.8125755	11.48662771	11.0915162	12.36340379	12.29723559	11.64540934	11.77711383	12.05335848	12.35427812	12.02302195	12.29023509	12.2814442	12.16474033	11.4986889	12.31153021	11.88419371	11.07599315	11.17602564	11.53849871	11.33071312	11.44451163	11.49784042	12.07064256	11.79468845	11.80516145	11.84088523	11.6574924	11.40320112	11.57921999	11.33547746	11.72642216	11.10060788	11.36017279	11.66882765	11.92007234
"Q9NZN3"	10.53208117	10.42072311	10.51828926	10.79265273	10.30621513	10.49116534	10.69634825	10.35492096	10.36853581	10.49706409	10.84826156	10.9062275	10.76822327	10.89696508	10.51930945	10.86935623	10.8210667	10.75715826	10.99191562	10.59838781	10.75741042	10.77449226	10.79500741	10.24820172	10.35137984	10.71614136	10.3820642	10.77379722	10.7509418	11.13376876	10.57618953	10.48191116	10.82248383	10.61486667	10.87369594	10.57188023	10.53567133	10.81266683	10.56745792	10.6034425	10.25977896	10.31453995	10.52786557	10.63736321	10.39608591	10.5645762	10.64590771	10.70169174	10.61979182	10.57931881	10.8050486	10.60310208	10.45528079	10.90626042	11.09294673	10.91076673	10.83161062	10.80425377	10.47545493	10.62073498	10.74345551	10.73788946	10.62863421	10.34953392	10.71479061	11.00341774	10.51445911	10.54199398	11.00749177	10.80741572	10.71189613	10.53180807
"Q04917"	10.81257436	11.25233634	11.07081336	11.08294583	10.68947526	10.97552363	11.1123727	10.6370607	11.02194857	10.10148999	11.39673176	11.24361017	11.34227724	10.92043109	11.2979192	11.32226695	10.90194046	10.84395276	11.4857849	11.17549101	11.6151586	11.26190918	11.10204837	11.0921878	11.23277709	11.56703309	10.34646233	11.39124647	10.31908038	11.20160067	11.00679485	11.2279393	10.95863991	11.13045592	10.52023586	10.96835862	11.6293047	11.32112423	10.82898682	11.30971379	10.52119062	11.00586575	10.45110119	10.16557518	10.77086547	11.14444328	10.74558796	10.86951175	11.56463616	11.28337255	10.72263873	11.13615719	11.11224054	10.93150007	11.75867127	11.48485031	11.00458816	10.855813	10.89733329	11.00511866	10.91442204	11.22289231	10.99054021	11.67226217	11.09519592	11.94125115	11.4341336	11.22005185	12.13535946	11.91509875	11.47370294	11.11314155
"P09651"	11.39796542	10.83989601	11.30731622	11.27510136	10.86873845	11.49554361	11.55855133	10.59006858	10.12520222	10.19688712	9.938040141	11.07891616	10.8561109	10.49676703	10.82507729	10.87550944	11.29690785	11.216731	9.979172654	10.96313421	10.68133359	11.06293916	11.3055081	10.91866853	10.69017633	11.48139202	11.01286132	11.15809332	11.3657963	9.794037493	10.45363929	11.10780393	11.590439	10.22923951	11.93395096	10.59338204	10.03676664	11.14054785	10.81508379	10.36871846	11.52335825	10.92406561	12.15877603	11.70035456	11.28055759	11.3917209	11.73151605	11.76188151	11.19214942	11.50978931	10.84442571	11.25129786	10.69327149	11.03830614	10.21645118	10.2315566	11.4631213	11.15433821	10.53102753	11.48813639	11.43394629	10.8988927	11.18289859	10.88851199	10.78269506	10.85780807	10.92405976	11.00526384	9.813081383	10.34696888	10.90473195	11.13309913
"Q16891"	11.16752859	11.08056642	11.18491678	10.98525239	10.87510019	11.18013708	11.14417044	11.7155044	11.44518697	10.92894815	11.58790168	10.63210202	10.99434513	11.00101265	10.85873804	10.89414307	10.73853257	11.01812953	11.08756893	10.9741563	10.84255496	10.82069273	10.83394131	10.92179084	11.09007514	11.17094237	10.65957101	10.94257118	10.81474064	10.74751196	10.77503826	11.09815579	10.88742961	10.70436517	11.38046175	10.7491173	11.14991586	10.81589587	11.08234406	10.95807797	11.18875747	11.22687583	11.04076839	11.03963605	10.88618655	11.22297946	10.64897968	11.2074835	11.30281498	11.24403801	10.82130327	11.38736287	11.00662169	10.93528562	10.86824662	11.09084073	10.81037526	11.13671111	10.94817544	10.88433652	10.72033463	11.0597986	10.79202954	11.01229291	10.87860239	11.11118036	10.88392919	11.05642609	10.78771454	10.83639872	10.94245165	11.16464505
"Q13418"	11.78474578	12.49115685	11.92413619	12.58578181	12.0846612	12.56209493	12.42331647	12.14327054	12.79402088	11.96916821	12.88012275	12.84263664	12.52849234	12.5858766	11.78918399	12.71490321	12.20421767	11.75089477	13.20544719	12.01558349	12.74034757	12.07540523	12.06139126	11.41046674	11.51227769	12.28414956	11.72320036	12.50087482	11.78468538	13.46594279	12.06469995	12.31348476	12.05783391	12.94205613	11.82865988	11.97095719	12.85779258	12.43963865	11.91354031	12.44941493	11.23715777	11.59053899	11.28255797	11.51777514	11.88719731	11.91558351	12.41928368	12.06966196	12.26257497	12.10063327	12.66130543	11.85597901	12.31356819	12.27740667	13.20056726	12.67084671	12.29731071	11.99256016	12.05719586	11.85684919	12.58946277	12.24622152	11.72959743	12.32911612	12.6015873	12.87627971	11.88138048	12.14804386	13.26320397	13.05554779	12.67732123	11.87019569
"P27797"	12.18710333	11.81582072	11.96229818	11.89282181	11.90809518	11.88139822	11.91053667	12.74691539	12.15553202	11.34836919	12.43973709	12.16893979	12.23546401	12.57362144	12.95767047	12.33495956	11.93112561	12.80083311	12.50433598	12.96287622	12.56192146	12.35256071	12.48892584	12.16082759	12.73367059	12.93284877	12.37649629	12.34681463	11.3842064	12.18279425	12.28225037	12.82557833	11.45526725	12.38484043	11.38605164	12.52470126	12.42910722	12.38595717	12.83000508	11.86692542	11.98059471	12.39732416	12.07471581	11.60870742	11.85029834	12.06431014	11.85285948	11.86589221	12.30767964	12.07439904	11.74282239	12.20589688	12.15965598	11.97090935	12.10571304	12.68726201	11.79655891	11.855016	12.25143963	11.9445104	12.42740074	12.23835754	12.40137566	13.0103211	12.23125636	12.51235731	12.29314082	12.82045411	12.45593925	12.71562592	12.22840778	12.58304869
"P53396"	10.27966288	10.47026156	10.38382832	10.33010373	10.32067425	10.37864589	10.54820885	9.99126223	10.30401931	9.959985552	10.28035889	10.62782542	10.44529639	10.49670894	10.82059768	10.67811086	10.56601081	10.28897308	10.5239605	10.6654427	10.61468153	10.78619647	10.54306978	10.52820789	10.75270066	10.58961324	10.67177107	10.48095379	10.68404649	10.34511816	10.34949596	10.57715492	10.77927987	10.48778316	10.26282338	10.62132825	10.54400658	10.70961457	10.34977484	10.60249111	10.57993125	10.64246994	10.31831508	10.16372861	10.48457954	10.33668044	10.56858547	10.49144567	10.39176795	10.59889587	10.28449564	10.54146294	10.39907276	10.47345348	10.49172787	10.49228196	10.58339515	10.61141928	10.57709468	10.72936007	10.57291353	10.58828779	10.72836001	10.53629095	10.47587341	10.76516035	10.64398045	10.61134839	10.54655209	10.68944373	10.67935657	10.58886655
"P43304"	10.75809143	11.04707892	10.8408414	10.89072853	10.83896021	11.13088174	11.16729707	11.51812323	11.62834061	10.65832237	11.63405842	11.36297545	11.29059868	11.06406845	11.03692765	11.11105885	11.08801636	11.21263701	11.50375559	11.08349152	11.1491027	11.11840579	10.79451122	11.22316822	11.30873524	11.34825116	10.88265645	11.24217479	10.83875309	11.64068231	11.02855746	11.15725388	10.89059855	11.25081146	11.12344617	10.92677224	11.58502935	11.08021113	10.9432753	11.52713788	10.86425974	10.6929524	10.73464505	10.72610845	10.79729474	10.64721098	10.47790694	10.83596327	11.46939427	10.9439852	10.94213584	11.14642689	11.14681526	11.13957666	11.38202152	11.24758868	11.21146095	11.08116164	11.18771662	10.84554157	10.80324496	11.24861727	10.86906467	11.30154362	11.26577283	11.58885794	11.11271599	11.06470211	11.6485551	11.441553	11.04686995	11.17585828
"Q13423"	10.81043667	11.04970559	10.81159079	11.16169904	11.03826219	11.12324486	11.0202973	11.71624895	11.66825064	11.48534279	11.37236111	11.67895838	11.18826918	11.36005051	11.25258148	11.24795567	10.83383414	11.38341031	11.52857646	11.54385811	11.29906163	10.86411547	10.88882397	10.83453327	10.73925452	11.11952019	11.36768027	11.15393556	11.87798988	11.61614138	11.41342254	11.63502091	11.87662036	11.48142756	11.3205785	11.02625151	11.41132922	11.35031481	11.47375128	11.31952196	10.76240434	11.22069901	11.03483686	10.75258464	11.03825889	10.94033272	11.27041122	11.08026507	11.02632785	11.36849941	11.5060097	11.29138728	11.6828859	11.67452479	11.47108271	11.24428368	10.92976897	11.36227748	11.27787403	10.84813546	11.34915137	10.98742973	11.05283406	11.29966524	11.74544789	11.02543982	11.17248052	11.53267416	11.11392739	11.65100516	10.9762099	11.21497939
"P49748"	10.89129989	10.79381815	10.92750401	10.50869772	10.42465891	10.85761362	10.73173813	11.18013694	11.05233115	10.66968027	10.64709485	11.14123045	10.63338279	10.84608045	10.50535305	10.81060846	10.93346998	10.87622436	10.88119573	11.03123069	10.61063452	10.6271788	10.73930802	10.35421148	10.78834983	10.62501576	10.81133375	10.80856087	10.61573903	10.69020764	11.04254168	10.88773919	10.5124868	10.97965175	10.40341749	10.59312351	10.70648733	10.84260856	10.9412142	10.68044072	10.74760006	10.2425122	10.55419644	10.38245881	10.71016006	10.9495466	10.7073143	10.75889185	10.83320472	10.55909801	10.85665761	10.74938077	10.97082057	11.28930926	10.50567586	10.47458933	11.00786981	10.80801816	10.87903525	10.55801213	10.93544261	10.90476592	10.69096983	10.92578024	11.09191931	10.65829642	10.59895753	11.09009823	10.6157948	10.96440636	10.55752654	10.82979933
"P23528"	12.81972821	12.72713815	12.64770591	12.61276799	12.6004966	13.03825751	12.93672279	11.77813162	11.89950864	11.54989521	11.92176692	12.54186406	12.2488781	11.89151694	12.10237813	12.45485104	12.44036454	12.05646482	12.67130897	12.30877761	12.74655883	12.46257808	12.58040676	12.00872546	12.41741174	12.62491834	12.09159482	12.82350319	11.45807594	12.19636773	11.93611962	12.3285241	11.22588537	12.04800284	11.59132309	12.2255408	12.35835943	12.09725313	11.4439491	11.78754694	12.725924	12.37612935	12.21365319	12.1493924	12.84642236	13.08397215	12.68346685	12.81186506	12.99634153	12.81295867	12.47075462	12.77026156	12.21450822	11.8637764	12.74704975	12.2447562	12.54906199	12.20736951	12.09669339	12.65025811	12.55027804	12.5140415	12.37118294	12.45956837	12.08564562	12.59105352	11.77777357	12.55117636	12.48567364	12.11157109	12.70703856	12.24032967
"P12259"	10.69003953	10.87813633	10.49852247	10.88332409	10.4400799	10.58642932	10.83106455	10.70289341	11.37285597	11.0673161	11.34768496	10.73457937	11.65331707	11.19596075	10.91270334	11.30328177	11.02803076	11.09249068	11.5712836	10.77116014	11.35866523	10.93694682	10.99386842	10.85575082	10.98527219	10.98394821	11.0899132	11.16440596	11.25476349	11.56719665	11.35609036	11.10699354	10.87743074	11.29253488	10.75861917	10.95870244	11.10198116	11.11363547	11.16696108	11.61179282	10.90987576	10.84026039	10.90068256	10.66652717	11.22128396	10.7537658	10.84414468	10.89944725	10.80080304	11.09387653	11.22194237	11.23106735	11.8049894	12.06553605	11.03765324	11.11750207	11.17061189	11.3800446	11.27135295	11.2959645	11.15654019	11.20451597	10.93004339	11.33068574	11.69996668	11.29270065	11.03860347	11.08345264	11.58779137	11.50668579	11.03545964	11.24162271
"Q9NY65"	7.8874686	7.959003364	7.8283908	8.16885647	7.825215059	8.10650527	8.172437264	8.243952753	8.300240976	9.079340625	8.743074311	8.23318612	8.516746753	8.27954843	8.390004554	8.325296117	8.372827001	7.855368635	8.13085244	8.055069382	8.263900758	7.757792089	8.400023175	7.903720323	7.896811864	7.957496606	7.459154705	8.414681794	9.207736197	8.553342	8.617022267	8.362932047	8.005394396	8.459871853	7.504649534	8.38897575	8.499699506	8.497665468	7.941422436	8.651154326	7.99536659	7.424866293	8.506116445	8.398859684	7.812369551	8.179681859	7.859649066	8.119418525	7.919701883	8.361480168	7.859859538	8.107610915	8.454262025	8.684401937	8.987783883	8.502017876	9.03233555	8.618759747	8.110464037	8.22122404	8.085077366	8.376532551	8.252812114	7.915184853	8.389759497	8.727758374	7.85329509	8.049747504	9.123815697	8.544941508	8.198277081	8.036922066
"P78371"	10.4038368	10.42169394	10.4753672	10.29176063	10.43794214	10.40884206	10.54274973	10.54540501	9.918947585	9.823830026	10.14796857	10.09304761	10.39870613	10.54783318	10.19376036	10.49901369	10.57077328	10.33433278	10.48367588	10.23893037	10.41840743	10.2454874	10.52509216	10.62471718	10.48050878	10.4371715	10.81812525	10.17521843	9.857100337	9.967485785	10.13275987	10.32330232	10.06422508	10.36732015	9.973217172	10.59491808	10.22882218	10.48873755	10.28918464	10.4680535	10.40578303	10.0960837	10.36064585	10.56409627	10.17275149	10.41834402	10.23958556	10.16486316	10.55453079	10.53667202	10.0683195	10.5698559	10.45272696	10.55951039	10.29084334	10.54528261	10.3785951	10.09386266	10.14771665	10.45225137	10.35059348	10.41224017	10.33844042	10.18492705	10.13082096	10.39311751	10.547237	10.25689353	10.36939695	10.22808279	10.43392214	10.28676607
"Q08211"	10.62205739	10.46262892	10.37203909	10.42235449	10.5908309	10.17487365	9.971330404	9.854691867	10.60403993	10.75872978	9.964176795	10.30795074	10.33563532	10.52922588	10.1755575	10.44897286	10.5532762	10.25854095	9.948231574	10.66026162	10.35867093	10.52493162	10.48771181	10.40137155	10.34004385	10.47975131	10.85586735	10.35275083	10.24194468	9.863922024	10.08261693	10.5116682	10.45783063	10.23666448	10.57476455	10.29158953	9.746206073	10.12891508	10.06175442	10.26110513	10.25873071	10.35790247	10.86000882	10.27363787	10.70927696	10.03329398	10.5007891	10.49994055	9.875166762	10.47910421	10.50574381	10.28119216	10.5186564	10.44188689	9.827771337	10.30034939	10.66113262	10.40401397	10.56601644	10.58081401	10.60522637	10.17473135	10.3524046	10.40799829	10.58781159	10.12014346	10.09905538	10.4424104	9.717266421	9.963525661	10.40096964	10.41759067
"P48735"	11.47025985	12.07744919	12.03844062	12.08295177	11.81211038	11.87699621	11.85844337	11.70417269	12.48365939	12.35138171	12.54330145	12.23822957	12.08332166	12.18505954	11.55571409	12.14370861	11.77001505	11.70472384	12.35203277	11.86741375	11.83565065	11.87306284	11.78026742	11.53981462	11.52359338	11.81859942	11.82247452	11.74896742	11.77022714	12.54177846	11.51708361	12.18743887	11.62093155	12.21019639	11.75387759	11.88955757	12.05743167	12.03623207	11.8401	12.2792293	11.73670977	11.84234496	11.60393792	12.34139813	11.90425772	11.61513336	12.10399633	11.89270793	11.99265107	11.78258062	12.27201665	11.88767441	11.78796156	11.98507486	12.20754633	12.02529771	11.59359593	11.93271094	11.77660307	11.78986024	12.11481034	11.67549924	11.69042067	11.87482603	11.82218678	11.90141206	11.90500005	11.9823771	12.39152674	12.24437055	12.0897705	11.96043188
"Q15084"	11.60726816	11.25914681	11.45002402	11.84139091	11.38009272	11.3899458	11.51055553	12.09110761	11.68748821	11.62451574	11.76905539	11.75877653	11.6884121	11.98368923	11.88471626	11.6018881	11.64601427	11.84557418	12.1749948	12.0756571	11.6087828	11.60976125	11.7224748	11.75651108	11.73573515	12.07933912	11.85135369	11.83208107	11.71216963	11.64453915	11.53963945	11.94006501	11.36544981	12.03863902	12.00230034	12.03144023	11.69207574	11.55867548	12.02343876	11.5139428	11.24645753	11.59500373	11.52802621	11.35776875	11.30217827	11.57939874	11.3535087	11.47774053	11.63503143	11.67181815	11.32208621	11.49664927	11.54690921	11.53407059	11.67125687	12.0936884	11.50565674	11.94080343	11.83144686	11.4287877	11.70510363	11.57820701	11.40210117	11.90741835	11.80425644	11.81355731	12.29129327	12.04404169	11.73383854	11.62642317	12.16856871	12.22412318
"Q07065"	9.399801417	8.930343356	9.143510455	7.631629261	8.386202005	8.70136113	8.387480053	8.806002948	9.32918003	8.97460102	8.550809715	9.369634312	9.052597084	9.181888018	8.376093058	9.059287261	9.009000824	9.744173871	9.048227389	9.865622104	9.030614637	8.735712905	8.936631532	8.799858415	8.86850474	8.724847779	9.929413966	8.714256649	8.73424776	9.072571171	8.852681489	9.415329824	8.886944122	9.292740272	9.517631465	8.884663279	8.798829205	8.705793902	9.05212054	8.739288581	8.27025274	8.351815543	9.12294202	8.590109558	9.057077904	8.413184364	8.798349235	8.578319877	8.437302102	8.702048118	9.181193748	8.783300573	8.807222112	9.885471059	8.685726127	8.234747608	9.392276493	9.193727225	8.463051809	8.489972511	8.841899418	9.111495543	8.535599446	9.226399838	8.781817116	8.490474282	8.785562434	9.212657349	8.46680867	8.926065244	7.835081496	9.069410871
"P30740"	11.99414467	12.16651879	12.1479773	11.78069503	11.95275942	12.12352067	11.95509733	10.93269622	11.50598374	11.00134913	11.07728376	12.29469996	11.63687009	11.78764767	12.42044096	11.98895126	11.80274434	11.56054169	11.68116849	12.20248529	12.36529038	12.324855	11.88228071	11.76266556	12.40932455	11.97591931	12.02671834	12.41001055	11.48148309	11.92219387	11.74665426	12.34078013	11.66146795	12.32582836	11.48628625	12.53637188	11.6652641	12.34157103	11.52745729	11.60293963	11.95538386	12.28251517	12.31822072	11.53162835	12.51618165	12.15809308	12.43097065	12.01274206	12.21891401	11.64465556	11.81421	12.22357826	11.85464316	12.94417029	12.13898123	12.077387	11.63194419	11.62305842	11.91383188	12.07829547	12.17065249	11.82685849	12.45398346	12.0088079	11.94239177	11.82598063	12.47378316	12.25779709	11.74756532	12.26949648	12.0101154	11.83438398
"P31948"	11.93901437	11.92401154	11.81142603	11.45425938	11.74380571	12.09984381	11.87666416	11.37943859	11.07908668	11.2675899	11.32144267	11.31105749	11.76258426	11.23086386	11.42602641	11.56967432	11.75702705	11.52886832	11.49642075	11.55288003	11.99179309	11.49724969	11.67736005	12.187026	11.24676808	11.90562207	11.10947223	12.20654602	11.40093714	11.05803127	11.47812144	11.61511923	11.18009528	11.37703738	12.07141069	11.58351089	11.95939384	11.77051256	11.49348573	11.52578297	11.77114086	11.49226955	11.43764107	11.16576577	11.67684164	11.83975205	11.92028542	11.62733142	12.06273959	12.14267806	11.38428679	11.93496123	11.68053362	11.73209965	11.76006711	11.41648959	11.76407887	11.51239862	11.66012378	11.75424645	11.49413204	11.59035346	11.46551954	11.5707992	11.78356528	11.65650082	12.30114316	11.73096254	12.27599556	11.32465488	11.50547252	11.52657438
"P11216"	9.717885069	9.741357484	9.446856508	9.466024982	9.403416819	9.775157	9.627771396	9.087522129	9.85098452	9.200165549	9.53396493	9.913410144	9.759773904	9.39133956	9.577626308	9.550736754	9.699565842	9.838280153	9.875050119	9.634958031	10.00270381	9.751217796	9.712110517	9.639677392	9.531333741	9.810858521	9.623379109	9.87447285	9.533288087	9.99908351	9.58731929	9.682285897	9.190723445	9.69513394	9.813906359	9.637439907	9.601214437	9.552532293	9.410209966	9.775474147	9.552585582	9.504094314	9.806572768	9.371988422	9.624221909	9.351156176	9.668829838	9.64921685	9.497276101	9.521182142	9.498034447	9.671890939	9.436512186	10.01187741	9.633275985	9.558678333	9.742602886	9.89573497	9.686420271	9.754509797	9.738742851	9.735062265	9.569793283	9.734161093	9.723103835	9.672060727	9.652833581	9.824609031	10.08973223	9.728730596	9.430494008	9.526091274
"P62258"	11.51287762	11.91057699	11.59485981	11.32258973	11.63605952	11.85055986	11.85218383	11.27628189	11.39770077	10.69099512	11.76324734	11.28270326	11.48516869	11.3301601	11.75262676	11.49538759	11.06056743	11.21177463	11.50571244	11.50625391	11.8025735	11.57036198	11.58149652	11.39224686	11.55546398	11.92576518	10.75694258	11.92573548	10.50649374	11.41288752	11.12677373	11.6671602	11.205769	11.4954774	10.59946637	11.69636647	12.01834193	11.84728237	11.08555365	11.50193002	11.46161996	11.85924797	10.69530492	10.59846441	11.18131426	11.90905284	11.3987953	11.58948073	12.11433513	11.90167075	11.0861088	11.80861875	11.66276802	11.31219923	12.13210329	11.81161462	11.06024913	11.26471373	11.52883886	11.64915021	11.19593093	11.48266206	11.17854449	11.78779179	11.314713	12.05250958	11.73974749	11.55597222	12.0496031	11.91915195	11.6822643	11.52189641
"P11277"	7.518604558	7.696717077	7.716937541	7.766917502	7.137454925	7.40062873	7.606001034	7.845359037	7.993638801	7.851385546	8.237668355	7.869442136	7.968904452	8.10786823	7.948123318	7.569427309	8.277812909	7.784230614	8.077679372	7.616031763	7.812916012	7.806644946	7.645378312	8.083177621	7.909781167	7.864967829	7.726440566	7.70282073	8.158308891	7.691864	8.587632755	7.305963741	7.459859312	7.980592256	7.940652473	7.589657847	7.970141079	7.824700467	8.147825806	8.41647588	6.866742167	7.300370436	8.025999783	7.946576668	7.946205196	7.653609617	7.635035529	7.510876753	7.797306865	7.773275574	7.906036139	8.54772633	8.572182495	7.807455625	7.719403279	8.288949596	8.429413966	8.58797548	9.003217686	7.707934145	7.72146222	7.819366602	7.835606777	7.743280166	8.088148392	7.919272189	7.846460038	7.691978382	8.109608336	8.057387534	7.966395992	8.315918829
"P84243"	13.76605341	13.29770749	13.84925469	13.76645763	13.70548871	12.76241185	12.40792398	13.03707669	14.49978487	15.13715619	13.0964719	13.75147616	13.99184035	14.00470473	13.21546715	13.49210209	14.55856355	14.57847442	13.40400468	14.42046968	13.57195786	13.41806764	13.57448182	13.38542306	13.25051422	13.41223434	14.8705973	13.31338121	15.33786789	13.77502784	13.33394404	13.31555146	15.6053067	13.71578081	15.61976212	13.25392687	12.82806652	13.13249864	14.24027311	13.07463157	12.93046485	13.00071347	15.04097885	13.45109589	14.30147906	12.90544368	13.97904164	13.76512496	12.09387771	12.8514559	13.89647052	12.89593684	13.48732253	14.26989998	12.90500054	13.60433187	14.82454652	14.50839918	14.3766552	13.60294474	14.17766444	13.4503927	13.77718053	13.4598566	13.90272371	12.66457586	14.68467801	13.22726654	12.4734678	12.87274911	13.11445917	13.95552058
"P11413"	11.99921906	12.27163178	11.87443756	11.96581785	11.96796721	12.17875768	12.16651124	11.38080444	11.4239096	11.44207712	11.77606273	11.89967656	11.74467181	11.82822602	12.55331127	11.91465062	11.83970387	11.92034526	12.01416412	12.28061609	12.26760647	12.43413979	11.98188535	12.57568267	12.75228784	12.03426036	11.69639582	12.12860087	11.72404618	11.54496135	11.98492009	12.13067271	11.47310588	11.80903198	11.95918422	12.07042947	12.06552338	12.24314502	11.76256294	11.56964406	12.27062217	12.16197634	11.58476897	11.24390727	12.13280484	12.0832003	11.81940448	11.86554755	12.31502279	12.02019194	11.48597392	12.40261868	11.93730294	11.91365713	12.11456292	12.11416686	11.89864472	11.9283608	12.12568168	12.17499305	11.97186376	11.99104333	12.7392015	11.94597356	12.09284908	12.34512837	12.20391869	12.2527622	11.83876354	12.24890482	11.85517923	11.84962601
"Q01518"	12.38120834	12.64348728	12.79806035	12.08159273	12.9068682	12.94110832	12.90161603	11.98160173	12.10429498	11.33672644	12.51687176	12.47871902	12.20030752	12.21961439	12.17712944	12.52353181	11.79436274	11.97388863	12.26125389	12.35481933	12.61117275	12.50771211	12.32472941	12.36586594	12.49623585	12.57971484	11.49098022	12.71140301	11.30761631	12.51326938	12.30218836	12.37946791	11.44263174	12.39243441	11.28633561	12.6452178	13.04710203	12.71704448	11.99016322	12.24283811	12.59422928	12.80822729	11.57793434	11.33484854	12.48745065	12.58329805	12.52563207	12.48831034	13.06566011	12.56723371	12.81900562	12.60953681	12.41327231	12.06552851	12.92534371	12.4366225	11.80309479	11.69177617	12.30979428	12.54993177	12.4654195	12.35779215	12.3805313	12.6166825	12.27771129	12.78980898	11.97317351	12.52124325	12.9597202	12.65663642	12.53326682	12.21191563
"P19971"	10.56116777	10.25483906	10.61384542	10.32380185	9.957162777	10.37195673	10.48705255	10.08322427	9.957844084	9.807265624	10.37722807	10.10849873	10.44213047	10.28146455	10.20594288	10.38022978	10.54404981	10.91220149	10.55724681	10.36950742	10.67307845	10.72451697	10.7330102	10.86628422	10.66159139	10.41083772	10.17969389	10.78306573	10.55622164	10.186065	10.55734478	10.37946749	10.03678656	10.17625861	10.47596957	10.82460255	10.19200998	10.54646123	10.08591803	10.60845538	10.5744638	10.35807912	10.52962855	10.45334277	10.60178992	10.29525024	10.51364684	10.48360096	10.53361709	10.39873345	10.34081192	10.71202576	10.12017796	10.04964861	10.1430309	10.40857077	10.95969274	10.85066703	10.22429098	10.41889095	10.28656383	10.55130992	10.35158688	10.31764139	10.20252688	10.54449266	9.814807761	10.40125146	10.36318146	10.20670033	10.34341686	10.14738316
"P02679"	12.30809637	12.49398039	12.4415706	12.62483004	11.91520935	12.46513819	12.14867808	12.24095534	12.799792	11.6906212	13.51316137	11.87119229	13.02378143	12.54445624	11.56611551	13.0079253	12.24349467	11.86857921	12.93327276	12.03361463	12.67740242	12.25973537	12.50240682	11.52840141	11.9549205	12.57102884	11.90462685	12.30359452	11.89761709	12.99885034	12.42486556	12.15306804	12.1996849	12.80923456	11.90604723	12.24830529	12.6293468	12.4017667	12.03950834	12.93458003	11.55134608	11.98101542	11.63433995	11.56803436	12.01317696	11.91777848	12.6037593	11.86741851	12.75856484	11.80781558	11.9552636	11.98136395	12.00885496	12.39721195	13.04623078	12.84355868	12.10134983	12.79228322	12.68626478	11.91888653	12.51695134	12.27230787	11.90080757	12.48061058	13.00022808	12.98794149	12.36488021	12.12963695	13.55547398	12.96646938	13.11060793	11.97222402
"P51659"	10.42897447	10.76756242	10.68202133	10.94686497	10.59142296	10.50533938	10.46391431	10.56288688	11.1941034	11.033495	11.27165688	11.32808122	11.01207539	11.15752229	10.80245553	11.0421069	11.18287761	11.12660967	11.40515515	11.01097658	10.97423164	10.8657787	10.7859751	10.72961498	10.53299581	10.98270987	10.88282808	10.83474982	11.04363161	11.49771736	10.71819625	11.06246063	11.0452397	11.29375761	10.92177125	10.71254889	10.85188071	10.82003064	11.00127536	11.27100459	10.42637216	10.31752559	10.76924269	10.91146037	10.64699002	10.39846575	10.56739157	10.71401252	10.50934683	10.50182338	10.93258597	10.55560762	10.86447151	11.07182064	10.7723379	11.0896933	11.14817573	10.92911536	10.87906802	10.7424769	11.06072576	10.6079165	10.71027026	10.91618584	11.06765212	11.08568062	10.87101474	10.91512341	11.34175297	11.34069122	11.07339896	10.92215494
