"Control"	"Control.1"	"Control.2"	"Control.3"	"Control.4"	"Control.5"	"Control.6"	"Control.7"	"Control.8"	"Control.9"	"Control.10"	"D0_moderately"	"D0_moderately.1"	"D0_moderately.2"	"D0_moderately.3"	"D0_moderately.4"	"D0_moderately.5"	"D0_moderately.6"	"D0_moderately.7"	"D0_moderately.8"	"D0_moderately.9"	"D0_moderately.10"	"D0_moderately.11"	"D0_moderately.12"	"D0_moderately.13"	"D0_moderately.14"	"D0_moderately.15"	"D0_moderately.16"	"D0_Severe"	"D0_Severe.1"	"D0_Severe.2"	"D0_Severe.3"	"D0_Severe.4"	"D0_Severe.5"	"D0_Severe.6"	"D0_Severe.7"	"D0_Severe.8"	"D0_Severe.9"	"D0_Severe.10"	"D0_Severe.11"	"D30_moderately"	"D30_moderately.1"	"D30_moderately.2"	"D30_moderately.3"	"D30_moderately.4"	"D30_moderately.5"	"D30_moderately.6"	"D30_moderately.7"	"D30_Severe"	"D30_Severe.1"	"D30_Severe.2"	"D30_Severe.3"	"D30_Severe.4"	"D30_Severe.5"	"D30_Severe.6"	"D7_moderately"	"D7_moderately.1"	"D7_moderately.2"	"D7_moderately.3"	"D7_moderately.4"	"D7_moderately.5"	"D7_moderately.6"	"D7_moderately.7"	"D7_Severe"	"D7_Severe.1"	"D7_Severe.2"	"D7_Severe.3"	"D7_Severe.4"	"D7_Severe.5"	"D7_Severe.6"	"D7_Severe.7"	"D7_Severe.8"	"GIS"	"GIS.1"	"GIS.2"	"GIS.3"	"GIS.4"	"GIS.5"	"GIS.6"	"GIS.7"	"GIS.8"	"GIS.9"	"GIS.10"	"GIS.11"	"GIS.12"	"GIS.13"	"GIS.14"
"Q9Y3F4"	7.71031118188885	7.71336615506986	7.47060106233505	7.61296337112379	7.30424432271142	7.4712808937862	7.77810375387861	7.44635540662803	7.63509445012733	7.74712910364978	7.92299636122412	7.3400579826098	7.64359918742277	7.66523716875976	7.56551786863894	7.84846808667878	7.71521633606333	7.75900641479026	7.75971001986496	7.72282511149049	7.57921124192801	7.63380307824411	7.75623460376889	7.8085678027161	7.45136514028176	7.73509519334794	7.54973378071646	7.58815086280023	7.84203578202623	7.57256648242252	7.39943205127729	7.89542321342344	7.59610030444046	7.53223642584094	7.18634494022119	7.56120659568401	7.67530184280879	7.61088681175876	7.88042755801476	8.01305636763418	7.80642895510625	7.68412343927475	7.84854091854521	7.71999350363552	7.73093249227019	7.77074838783075	7.68752643854806	7.69966176237659	7.60081152653992	7.57290799078958	7.49939525721219	7.71002293198839	7.51273195331457	7.02062172636361	7.67085931707071	7.78404242434971	7.68497976420552	8.1616801782191	7.35498017016687	7.89557726822953	7.54453394337037	7.71325094274133	7.38697769831291	7.50716387210807	7.65171558700322	7.64828798122296	7.66964834270398	7.55902622863821	7.76873586038797	7.82460799921098	7.88073578854512	7.50398596298322	7.87913624360202	7.45675202255473	7.86373584455651	7.8171691836273	7.60619721319631	7.5896788822289	7.77981373365859	7.7951558612604	7.29947147298169	7.52980967616155	7.72955702213554	7.97619968294428	7.63437962427454	7.71683170975356	7.74725342124978
"P61586"	9.47343877988608	9.36272637939692	9.5803857844136	9.97119563009726	9.85713536826069	10.0181069018146	9.738692363437	8.74339399856067	9.12357344367853	8.73575986681759	8.84082029496435	10.1215320453899	9.24160621564422	9.26021900588792	9.51999157171916	9.92097744588568	9.04220146128272	9.36565952318948	9.70365429507631	9.94041611505949	9.94618760121659	9.72313746086871	9.43841125916825	8.96376243310405	9.76358670849724	9.53523136652348	9.62575832502992	9.91042592574813	8.5724363089497	9.58796695355143	9.75561954607361	9.58894737908954	8.25822663998468	9.67167317817645	9.14215717619647	9.19738479487324	9.38375850866877	9.31906361508203	8.97448966943823	8.9625763801498	9.20369487273324	9.89146585336343	9.06698609804175	8.46343303227313	10.0969046754811	9.71444965316393	10.0740008489898	9.5125262680357	10.0989576023524	9.62290553578463	9.73638429782558	10.0034029052406	9.54896636830637	8.99335236032809	9.89041676674118	9.91377202214766	9.01498672256694	9.66134984833365	9.4684801221182	9.59914399136774	10.0610057482065	9.23423517713243	10.0066033971119	10.1042487154165	9.85248976531009	9.44090633780865	9.04502052660831	9.96048292557914	9.64996851991542	9.48619229595718	9.94596324120341	9.21227640977999	9.31246389735015	9.7384431960068	9.13039755169679	9.41814985203709	9.52792365869842	9.65256352152765	10.1264150167219	9.56135944970945	9.49633831274363	9.75239164814218	9.75226279038548	9.52223470378752	9.84481925336264	9.92271188926429	9.36909035194824
"P32455"	8.07136181251931	7.90400603994249	8.16034053929237	7.72907692491959	8.38911634828501	7.54329411413482	7.82833132741071	7.29272101158228	7.50466995306604	7.30788647516482	7.79886255479003	7.44465148364062	7.63305587976438	8.48341425685749	8.0316344988474	7.92411622513165	8.29580116618432	8.23508262094352	7.66630919388287	8.48321709663999	7.63532338413795	8.10913863798791	8.39579937093364	7.92336276855189	7.53362297682536	8.03615464394215	8.11862774336502	7.89329412786458	7.22000018475422	7.07541768948868	7.54693280962569	8.33565176383911	8.38621135749344	7.63965327816628	8.464298514508	7.89059974919569	7.16139163478295	7.98004147900623	7.82820206964414	7.75972511846104	8.22691392531424	7.53254634969329	7.7912685810577	7.85945952230799	8.32835908851222	7.18322093817179	8.37443914561348	7.75630472381698	7.51153759660204	8.1529709340016	8.11432638658427	7.52887167424727	7.52599571212573	8.25551043577542	7.6305743689405	8.09467338838754	8.44496837041766	7.80979875380997	7.85416161333078	8.0230426027309	8.26632078112167	7.89527025599937	8.04921983977611	7.64069690615169	7.77070464538901	7.04347518038933	7.5332006105359	7.69183424819972	6.99141316515474	7.39087695941293	7.58575355131407	7.87836309610705	8.01438700799715	7.65368194276128	7.68545321013556	7.77225466052961	7.97364711936959	7.69357350873998	7.63751802208935	7.72061326618218	7.83096156618177	7.81680175874578	7.88007380482318	7.95847481784628	7.92692087651544	8.14626708052615	7.96610047025511
"P31323"	7.91610708205929	8.47327243715294	8.02132545873237	8.00833276520889	8.23755199230723	8.10069772433115	8.30977318704908	8.36674985303109	8.22312116606834	8.29875485538578	8.6263815685561	8.47836772947795	8.34007630549608	8.48429826890157	8.54239733874539	8.45141053809261	8.22930614130251	8.29902534372303	8.39257702056811	8.13827074866898	8.28262844640913	8.15867691799322	8.31366655857748	8.31052213101271	8.19801811516394	8.22914822506524	8.03029803670022	8.20887427701442	8.0510823290802	8.32256284511503	8.43618111215096	7.98317413993098	8.48403995690982	8.29818273012998	8.2882765388038	8.28151040132009	8.85984113426223	8.3094861607959	8.70466751989203	8.69475903937574	8.25224404811949	8.28932150112277	8.24091811750891	8.0959968926348	8.23428886733092	7.89461097328269	8.34941076246104	8.09339919494021	8.37767914468141	8.1360592350703	8.55575383922002	8.56767869682864	8.39554506181426	8.31783439858871	8.27301492210837	8.21628700467256	8.22200756945686	8.31166337378909	8.36514274583568	8.28277856032703	8.54466917638063	8.31002718788422	8.45692373839977	8.44992723799815	8.74288963854948	8.63861376921424	8.51948501952211	8.51454491770651	8.24306318040964	8.42990022167375	8.43647168890612	8.3815002781838	8.36800738831569	8.26688003090969	8.35874732704936	7.91887278019515	8.44394644231181	8.42961580998342	8.35589395570421	8.2647689373412	8.25386356314999	8.29112644528051	8.35725696338957	8.26153363974667	8.33141546573149	8.24306915161739	8.22256294362325
"P18621"	9.48191562345537	8.83589110074799	9.90922571314851	9.6022911911414	10.2839917663929	8.20900538189241	8.53824613206627	8.24061892229945	9.63348051463484	9.54124422659747	8.25785862125223	9.92111642093921	9.51149003547137	9.94428632329413	8.5237316946419	9.38313298617457	8.89238786816602	9.58214863831745	9.04271561329245	10.2971483734205	9.79166682730939	8.99645599104337	9.40117904308467	8.77145750007932	8.64698120188327	9.47645494668651	10.23806788002	9.30584711639093	8.01993947933731	9.22230330304705	9.10870508514094	9.57500729828701	9.3240820362557	9.45707715055977	9.57713418541046	8.9890734667023	8.79601933671898	8.06698419816814	9.73436118940638	8.45774421893252	8.92234272244071	9.86688821879356	9.88234346729332	8.25664576274002	10.3811130799016	8.9444417756238	10.0879347775468	10.0774468097692	8.30980060710632	8.9179069963818	10.0707857516404	8.84648225371475	9.95121970202594	8.83441440801506	8.06921413863346	8.91123921824397	8.88549421250994	9.59902234344431	9.19572489841531	9.57786386432239	10.1826198594255	9.25280539338603	9.29948724144804	10.3460043660745	9.41366167299357	8.44464172113055	8.43192563778267	9.76131729475198	8.05248333535932	8.56510773423648	8.86293952277299	9.96985739191845	9.60053338810043	9.49984767470313	9.24939898008273	9.13681583709821	9.47340563725832	8.68741692753986	10.134121161184	9.55215314729742	9.13615426963839	9.87424412982595	10.0760298079455	9.64250806168922	9.49677064573395	9.4887058728496	9.2809435792259
"Q9P2R7"	9.32841139900425	9.5746218009747	9.50550500751631	9.58841809501213	9.25709871245739	9.5184958251412	9.50136725997961	9.97737604252474	9.71271712112672	9.93234879597164	9.779956471585	9.48838795934602	9.51770997859758	9.64625149163799	9.14440794724171	9.49281416925084	9.49868045500116	9.36621769486382	9.67795675618857	9.35932635268341	9.28703650400977	9.30006127837698	9.18064275245794	9.09096255316156	9.17356935092052	9.2199503696132	9.63089996008668	9.25778968344772	8.8904065308662	9.53890233846392	9.38011452157014	9.35997953247263	9.281516144346	9.44380418061285	9.06053424369727	9.23638526133309	9.05671454194635	9.35017971429832	9.41385875630048	9.41180443317202	9.37398119706289	9.20954054577951	9.25520754844812	9.72079623392915	9.19988277028055	9.5027501196996	9.41798031041576	9.22859325790462	9.49801959465885	9.38544119649868	9.16434296471197	9.48447393754257	9.44223552015594	9.83075852554911	9.10712643667425	9.37364935631093	9.38789989354533	9.54733907534584	9.32266709671547	9.30983230071259	9.50526728241048	9.29739275319054	9.28042429315079	9.27894017373119	9.35003363855071	9.25909009394368	9.25871951132225	9.15753499327443	9.21086658242832	9.38179766169756	9.22454868252343	9.26650348476099	9.46143295365862	9.36505266903045	9.32897755716408	9.47813086972115	9.25481542124046	9.31249113535	9.14302398592898	9.32540916916592	9.21058603732976	9.37876090886589	9.27137767016374	9.288712808861	9.36733994269737	9.40769571957501	9.21532123435855
"Q9NYF8"	8.55743655687462	9.04369756344524	9.13660392352399	8.18748195462263	9.23408143182821	9.09719266221817	9.06841853335399	9.09871278808448	8.76299561138205	8.74417750521632	9.19369099292502	8.75342446279041	8.5054858688628	8.78379011313667	8.67661066066253	8.98034445442611	8.6845314375055	8.0850421224911	8.87276772621657	8.39095582239806	8.28005007303469	8.40213757853114	8.38595068710929	8.92400304807191	8.2399883834287	8.80377375935514	8.54943142590484	8.15606076390145	8.6796692518827	8.17382638447156	8.88984612323681	8.98244306344361	9.49928300935628	8.64566551612996	8.80308267378114	8.60479012583362	8.73721398921177	8.69756524569064	8.9178835688007	8.76003079420707	9.15144982457354	8.44839207499229	8.29908544728135	8.84383501227046	9.01743007556712	8.97334840937148	9.08377393129116	9.02603459587271	8.97111290207057	9.26584732547933	8.80916491985901	9.35934237605396	9.32968299830406	9.94347772154653	8.51944836052778	8.19058722841251	8.66386500740257	8.0179601719529	8.70635879244717	8.67768642707326	8.68211103663238	8.4476090864331	8.58911336808256	9.02681946257351	9.00379285771467	8.63062385264283	8.54209240490034	8.7475084430128	7.87542037969036	8.56381896574159	8.26268010688544	8.89455279758088	8.82009856227621	8.58587431026094	8.81065047030589	9.0858342294511	8.74806917741607	8.59156463681463	8.62447544073855	8.94697037423818	9.27154647644006	9.11212114310763	8.75677441347815	8.41938154328069	8.44802549740196	8.7109590561911	8.60476430571252
"Q9UHX1"	7.57139559348933	7.88551238916072	7.84920483156023	7.52407622721523	7.71555062255046	7.79227176941403	7.86314603745174	7.30635299274447	7.56992471725764	7.54895748047585	7.7665188265419	7.13851092077157	7.67280474868363	7.65907586430199	7.64547089900756	7.47485574457772	7.59653020682784	7.57438675244237	7.61165686214785	7.54472053168782	7.53720670767356	7.88120213026868	7.74523311824301	7.56913425114506	7.68666426664189	7.71131323185697	7.53033703400426	7.29590041375415	6.95692293338923	6.86012803976628	7.75427875678454	7.54855931277914	7.58511020034788	7.30342393135297	7.04896247059751	7.49807523138778	7.69227948004777	7.69835726558113	7.42063844419096	7.58948174255426	7.84798827224384	7.65522099070531	7.46302114253504	7.66837440892845	7.61032452048892	7.86492781420918	7.56342527844373	7.95772524367773	7.95159418558991	7.90201756014737	7.27794109891856	8.17887825030765	7.20094447679072	7.57512699958558	7.5704369446576	8.00136268446773	7.47202743573339	7.50595115206273	7.53871993992828	7.74205360489777	7.39730694614169	7.65361542532738	7.48235249508477	7.46451829036048	7.57185160180306	7.35037016829139	7.5539485242631	7.49058117838111	7.19632573660898	7.80133313236425	7.54648848852549	7.48286066476154	7.52239261552853	7.50175441459144	7.57692772231769	7.5457145397307	7.60092521555689	7.47025549679223	7.71156091395801	7.47372831173913	7.53870648423424	7.36868353117757	7.54939545146778	7.5768957290196	7.55567107961373	7.53420892242084	7.73495387991342
"Q15005"	7.98839756399473	8.04975646844862	7.77320669307852	7.63890245172834	7.64195913633397	7.66757516329732	7.45013522096765	7.56114360223133	8.58903750652419	8.35138708768174	8.16258168176893	8.47046118373184	7.88024122834388	8.1234240612358	7.93918933844698	8.41170787411086	7.895790851562	7.96664319260224	8.24659308963727	8.69466727975037	8.34723424670613	7.81715655332872	7.99436841498476	7.81142906541148	7.84879280652223	7.97286173699547	8.29068209990338	7.48150263664927	8.17152176334046	7.98963251347172	8.43838795358676	8.37934142235043	7.76955003663849	8.46804543086175	7.62529392918155	7.90303789479509	8.83587067303922	8.02101957417014	8.87305143469859	7.83915189779081	7.43669603397069	7.94910384935785	7.41903218911568	6.93754300037194	8.31919557447033	7.37780462110368	8.02692982008945	7.74552050252815	7.83149289473545	7.31302145228009	8.70082004823286	7.72660438068792	8.33997807811148	7.95850257787383	7.59239463479434	7.98384214083463	7.97692663284298	8.60727046438267	7.91067553068366	7.71548669383126	8.25097586901786	8.02916732826255	8.0717088348262	7.99605635862292	8.87934835131704	7.82248654784354	7.77936957131376	8.63043893652366	8.2239198779206	8.45403877634082	8.14729211566257	8.15448406988693	8.12352357382043	8.09231286597893	8.1829926799805	7.79201157614932	8.04860150011473	7.9694413477689	7.96092844412197	7.89377712290784	7.52581424146577	8.08965483436262	8.10347132325194	8.20382241551072	7.90634948870204	7.77304884195606	7.62278302350212
"P31997"	9.02183687110725	8.83541516242065	7.54889455754844	8.64854352420723	8.59204484080936	7.53996837038803	8.50962294693467	7.33025885548804	8.00232646519478	8.21543048817182	7.56299063672858	8.57707959799222	8.50127434689379	8.61306460326718	10.0304434751269	8.32892077163855	9.00953558068298	8.68777000237543	8.2982078121051	9.15587658367165	9.37458137313256	9.50328776040314	8.3373721040675	10.6174067801496	10.2458306506416	9.03607206497553	8.74977657284992	9.63302009264917	8.89810127176234	7.67071913422952	9.71014206797492	9.24740067366447	9.15813935227568	8.05466187668439	8.94996587615515	8.8773931479666	8.42026012668566	8.69554730753175	9.91818373821654	7.94206102774191	8.61155124498476	8.4234728468539	8.82015919071862	8.48317664639847	9.24063922239972	7.69782080977914	7.87483472332195	7.35733942316236	8.32470664637535	8.38625861943595	7.17134255672344	7.60144595636141	8.5758546762146	8.79266330313965	7.23468470471329	8.60388896208903	9.11814620905512	8.74884101956022	8.24221080535838	8.89767555403484	8.72251820717469	8.4387851996238	9.86822810330477	8.64878152717585	9.36630324748496	9.0922174446311	9.32004971752031	10.0518803866835	8.05415015240022	8.51523337914567	8.57708861285805	9.60929816744049	9.03364603779534	8.68227627441938	8.96003567472845	8.1312859404253	9.46759317685136	9.43163486797882	8.65483255082697	8.85912415471981	8.92956924620134	9.17898462934764	8.71158321122768	8.40145498558738	9.20415685990398	8.52642054281512	9.22502064327184
"P99999"	10.2577830989686	10.6226965627355	10.8524913860619	10.7330763100291	10.7638535239676	10.4648890038566	10.6904304842159	10.3594981513587	10.742626769398	10.7799600426985	10.4188631328182	11.0250994886665	10.697545278699	10.8856480542838	10.2114458656422	10.904858009905	10.5028188639313	10.2785557462773	10.710665174607	10.6659745790861	10.6752149924964	10.3868568446651	10.5206217902926	10.272613872937	10.2234655488436	10.4419068815828	10.9843126831639	10.5153903021561	10.560847429327	11.0337333464327	10.5493046111078	10.7772908373318	10.7113504233353	11.0717925008816	10.6179124887872	10.3520094403615	10.8749503437464	10.7920601936315	10.3986845751309	10.9426578115239	10.5082358792063	10.5486743702598	10.3251152845448	10.562900394144	10.8961559834222	10.4203041200561	10.9986876297398	10.7112600006507	10.4137521627591	10.2608904020096	10.8805309820304	10.4813886079484	10.679255605197	10.1716716386795	10.6319607760891	10.5790140705714	10.30450790199	10.5091096953052	10.6272062967444	10.5623816377492	11.0032218458186	10.3998436419319	10.5025218517733	10.7743535390881	10.5925339419424	10.35845344074	10.334539504274	10.4888118397052	10.6652193887359	10.7803243883145	10.6019577955764	10.5816068654287	10.5136956377122	10.38374443239	10.5761300811197	10.7485347289032	10.3704190763231	10.4686937274857	10.8725873376518	10.7194254408543	10.6542432896731	10.6701451109939	10.3892477451619	10.8508034482428	10.6182037100521	10.7034896729669	10.4191870195144
"P00403"	9.9012419461873	10.0435951134578	9.73655699138471	9.95285349957709	10.1427171934119	10.139009958724	9.86948577252083	10.5379627560878	10.7681315622686	10.6038101455478	9.78074655846666	10.5995519217402	9.81481152785719	9.83039585216209	9.73883905525813	9.86408061087534	9.70758017646655	10.334648685548	9.72597839148128	10.317920751147	9.84348613363468	9.65972624470527	9.44026986163069	9.66188596220737	9.35399309330306	9.78817260232431	10.3907758064897	9.72867907886535	10.4886391580898	10.1401853016926	10.314235727419	10.0041291576095	9.98151421098622	10.0353687362413	9.68690166125386	9.49828907207941	9.5862962218283	9.71927020735706	10.131112055209	9.6125061790018	9.62326929366549	9.79645865686065	10.1529949801387	9.33513638546911	10.1925121722089	9.88197694187961	10.2148284719794	10.1333438416929	9.89795038538596	10.5762767098907	10.4823294846496	10.2708355786231	10.4434772019648	10.9233308947781	9.87993507796199	9.85374228270968	9.95295572216904	10.2141989258212	10.1880792766761	9.60978217626724	10.1702642483251	9.66118011012952	9.96994644722956	10.0367004763076	10.3935200640438	9.58382404710764	9.62472693818439	10.5065002352495	9.35770975107312	10.3485377113164	9.62449526485056	9.92968224359261	9.95469061119496	9.86394300991928	9.6394293081359	10.0283226226667	9.89288946356662	10.094327709163	10.310073267844	9.95242537196184	9.89305880098918	10.5349511288326	10.1651363714255	9.90319644454175	9.91433739495177	9.98969526987885	9.7758572377938
"P62714"	8.69078264584764	8.91891014786164	8.97027583474643	8.20187112285748	8.81786848744744	8.84748043908224	8.9899290962642	8.30190745640889	8.37116189229988	8.1318533116528	8.4420975509165	8.21228038247565	8.4172786243772	8.29025068886533	8.98449347877306	8.51253524569441	8.63783784345304	8.22836395399003	8.94083137796373	8.69298362265322	8.51220003445742	8.96337568174921	8.69291166454885	8.60979526755003	9.08262581334473	8.92376660592473	8.10176752622112	8.82155517033041	7.94226645346932	8.11636099093307	8.2704750900138	8.58362072888154	8.7005248891054	8.4937469308395	8.46174023436564	8.7666011405299	8.23184328306051	8.43159413449863	8.49669138957282	8.48774107426434	8.95426150531876	8.73401974107513	8.14322105674596	8.20142116433006	8.5181836466792	8.87993335541051	7.93650780142032	8.64651908914189	9.11345094093586	8.6173574125434	8.34086051995772	8.88128569149256	9.03619707395553	9.70349408861331	8.50310190277946	8.80114086216221	8.48160563593317	8.76263209642601	8.63188727232829	8.89356050752089	8.41790407702576	8.68636935941631	8.69397699311648	8.58042528334334	8.39766096967798	8.87548374101367	8.59582488109917	8.33285208401477	8.63120531385445	8.59799705295193	8.38950838023265	8.81758298157004	8.60203338582691	8.65318608234416	8.64610953959894	8.83954331239758	8.33643660045503	8.27522144190132	8.5139215444789	8.21306749003979	8.36236527286578	8.51724481781578	8.58483971185616	8.27679788830028	8.16851201424119	8.65232112644934	8.83323209870009
"P24534"	10.3570269278953	10.1292936753972	10.301622601308	9.83862856813923	9.80774021994862	10.3517856280963	10.1933400768401	9.95420243282611	9.33613463690457	9.13483873482988	9.92672351999085	9.46971695693619	9.73598721633112	9.63078493880396	9.52363219797357	9.76034238448427	9.74009376206202	9.91665572824354	9.47084812484572	9.99087782491224	9.83406015540933	9.7628099920769	10.2819225737078	9.69540290415055	9.81158090723947	9.99464265268587	9.46647344721457	9.99922070395749	9.71392399488467	9.54909736162075	9.68763277735068	9.98282954830349	9.7932476832949	9.80243717677816	9.68675409046203	10.0106155508767	10.2145729376412	10.1356303304911	9.60371325183962	9.56133167156524	10.1725929780339	10.2625426016291	10.0582926366963	9.71979087247707	9.61436660439759	10.2372482316655	9.8368483197606	10.3275311687246	10.2013027214202	10.2569952124072	9.62105154295779	10.499409904145	10.12028763608	9.71107490518157	10.0422658639373	9.80276104827975	9.52338770640326	10.1071010597775	9.61962953493734	10.0958710362893	9.83189098459178	9.70675268739684	9.46889921479081	9.98300489233799	9.80118797849362	10.109996109623	9.73408787058662	9.73402235042248	9.86146855802358	9.98383282803053	9.96385310744111	10.0430349232842	9.66875136494642	9.71916663301993	9.94227995808914	10.1002910762213	9.77355978280379	9.64176098306702	10.1068983330381	9.76401174061747	9.80351234692597	9.76787345815318	9.91250772302635	9.93004647385695	9.83097989357492	9.85231466310376	9.81447152435282
"P53618"	8.11038509440626	7.857871542755	7.43154507521576	7.75311596550264	7.8057156719676	7.8426023089774	7.97793874995839	7.85748430727204	7.97456409722723	7.46395800248858	7.80038319114761	7.82588167254071	7.83369513024065	8.02711830672599	8.14489107832155	7.85820861583227	7.86858959193806	7.97112167950663	7.61946828226471	7.92675034419921	7.76998096099063	7.89013197726636	7.66391503451802	7.2690035219429	7.60555574212184	8.13154714440101	7.522848573228	7.6996268673707	8.01350148309509	7.80050892320226	7.99251330034012	7.75133755198938	7.93069749134844	7.29750100342928	8.04190140280873	7.37555776085988	7.26511645612045	7.86357780055684	7.9230208751739	7.84623148392075	7.92429455489385	7.45321898913258	7.84128489980538	7.71616641799942	7.78683157405808	8.0793741505127	8.23117995417526	8.4691164238496	7.68743446786173	8.21839492485847	7.71191053995514	8.32469088464313	8.28172179039588	8.58433686467285	7.67638831698376	7.19729589475796	7.78134484244844	7.85401176801646	7.84738257972364	7.95215144958014	7.79427356337492	7.74495846966768	7.86897228078956	7.85422322052292	7.92918707190668	7.58870330296805	8.2865558324676	7.94232585329125	7.74240000763316	7.67110149896888	7.7841761323971	7.87414944828315	7.96104520864452	7.79211040781648	7.80823134310921	7.86214646679052	7.72370095063447	7.82907415789713	8.16868450967792	7.42784296493296	7.87395714277133	7.89841691165621	7.86321300690554	7.78471308777882	7.98339486062167	7.6929750611225	7.6568789312655
"Q14683"	7.22741615162428	7.20209987737133	7.31274783738202	6.8812656646689	7.56922358528981	7.25920265371871	7.22527103256292	6.72334845690515	7.69013380013059	7.7046906614281	6.61254768617388	7.43831822887392	7.40224389078643	7.54732564570344	7.41879498045189	7.21907659970236	7.71061049592353	7.86566413626571	6.8159573094661	7.29741288887871	7.37197382151591	6.87585504553848	7.5293743052877	7.15350058824474	7.17435228277413	7.56793033676713	7.33133942337063	7.90425242654064	7.54491190769765	7.35417495591534	7.21933084422584	7.45789525868768	7.57983753153603	6.97486517752477	7.62312805800683	7.98228343568678	7.12024401396057	7.19054845641424	7.37525538281727	7.25651214653652	7.02276745714583	6.8095689228523	7.46947279951795	7.4446853689522	7.81100826059638	6.97822882358437	7.16228682088068	7.17314400532647	6.79255630892956	7.10083180984538	7.89717419658967	8.03346051365338	7.28674174259828	8.20404624680216	7.18337033135137	7.24832925826847	7.76232072735451	7.29752464283902	7.23070493570219	7.33370398647075	7.19887553465331	7.34029586448947	7.24752004839269	7.42260758308457	7.36493478771373	6.98863251840921	7.09694027893109	7.23593560112251	6.77101781603068	7.07663738839714	7.03352871757924	7.38429896564762	7.50246636394577	7.19780209075178	7.34033170212641	7.19054882465548	7.17972946500007	7.05297456646507	6.92912173081179	7.00061168949054	7.31523524196272	7.39708371208677	7.29818162484314	7.26356852114645	7.33414413018159	7.13915188562392	7.61139626018053
"P61020"	7.31867853288802	7.0669724920452	7.08226465828064	7.4883711408948	6.95665305122436	7.25532912504991	7.40713856000356	7.03715271816893	7.46780939923449	7.53843569473558	7.31208895961594	7.74670253255301	7.22167068033975	7.20807141909451	7.42165383306528	7.09279475403306	7.51874175608987	7.72687318274041	7.55684578159876	7.41295246729784	7.34648094042277	7.37155808721506	7.02970962398702	7.38030404724206	7.1178001463114	6.77611735852797	7.62750892590684	7.17962431750008	7.84854330311767	7.53691522911127	7.56456281519772	7.34086818050984	7.43979989339022	7.37980346592412	7.09427024099315	6.95258259092741	7.03251127369267	7.0917582136316	7.14149364729122	7.10717539813185	6.72925735003569	7.15753777453756	7.19535039027332	6.79479492113944	7.47654640528518	7.39923432351513	7.45567037015664	7.04582870680616	7.0164473517323	7.33353999120999	7.16473926265424	7.30651609967309	7.6647719699228	7.29737933724914	7.30575460150096	7.6025139239355	7.44235288297702	8.04657996228906	7.31604819725178	7.33778444559033	7.39998031239378	7.34579548431368	7.77607584671088	7.53936650483826	7.51694130685753	7.3500696890748	7.55904015476564	7.31378541310026	7.36764927892088	7.79081989237783	7.53545386184456	7.49030807055799	7.36692060858822	7.21654036194351	6.98526787260808	7.31476648573023	7.38360480435903	7.28730689165744	7.33337891612165	7.09693390211	7.25964409880484	7.61882073303541	7.61848760689091	7.53910411815467	7.2408806063755	7.36244293527496	7.04326963569017
"P04114"	8.36728759935747	8.67828893439069	7.98371125088031	8.32397994428943	8.13537814209523	7.98645564013345	8.02347930267808	7.90950093718648	8.31789287352424	8.5776214115597	8.2476365952873	8.37205279481709	8.33321044115415	8.50095277164941	8.61084029699483	8.3537556973219	8.43844247100785	8.33635914912884	8.52351654589248	8.19804344572988	8.50982567146206	8.74293976681103	8.39311685695216	8.64040306176038	8.6855925545466	8.31356119436424	8.53909256356233	8.51714976172262	8.14412848017008	8.12541154467395	8.21830905413787	8.14037621130496	8.24085934491556	8.31663398946049	8.30396958305853	8.22126547758866	8.36281181419221	8.47664122485607	8.57854948966676	8.55966312371348	8.37464361737596	8.19180001057551	8.3341672721983	8.66501991683192	8.35467129645029	8.34641018303965	8.05136015313798	8.41679908970188	8.04640751537026	8.35713586862417	8.37812477647353	8.18430314463934	8.24025833010471	8.22361399249211	8.03712669410492	8.43953126910592	8.24055330845382	8.7622048629537	8.36985896962439	8.28566128490748	8.18378356182589	8.18074784345912	8.16886005734342	8.17747960825434	8.21731017152711	8.22830115656837	8.22712722832646	8.18216725619221	8.462261432768	8.3952574110032	8.3130252200286	8.3039820453354	8.27088482978628	8.36420861135686	8.4667141998729	8.41104020175933	8.25982821982285	8.32235926366968	8.49087823792863	8.22281354609491	8.12590251685091	8.29477139126545	8.22954485047124	8.24920638775208	8.3280585243965	8.23112015467967	8.21051456988527
