"Control"	"Control.1"	"Control.2"	"Control.3"	"Control.4"	"Control.5"	"Control.6"	"Control.7"	"Control.8"	"Control.9"	"Control.10"	"D0_moderately"	"D0_moderately.1"	"D0_moderately.2"	"D0_moderately.3"	"D0_moderately.4"	"D0_moderately.5"	"D0_moderately.6"	"D0_moderately.7"	"D0_moderately.8"	"D0_moderately.9"	"D0_moderately.10"	"D0_moderately.11"	"D0_moderately.12"	"D0_moderately.13"	"D0_moderately.14"	"D0_moderately.15"	"D0_moderately.16"	"D0_Severe"	"D0_Severe.1"	"D0_Severe.2"	"D0_Severe.3"	"D0_Severe.4"	"D0_Severe.5"	"D0_Severe.6"	"D0_Severe.7"	"D0_Severe.8"	"D0_Severe.9"	"D0_Severe.10"	"D0_Severe.11"	"D30_moderately"	"D30_moderately.1"	"D30_moderately.2"	"D30_moderately.3"	"D30_moderately.4"	"D30_moderately.5"	"D30_moderately.6"	"D30_moderately.7"	"D30_Severe"	"D30_Severe.1"	"D30_Severe.2"	"D30_Severe.3"	"D30_Severe.4"	"D30_Severe.5"	"D30_Severe.6"	"D7_moderately"	"D7_moderately.1"	"D7_moderately.2"	"D7_moderately.3"	"D7_moderately.4"	"D7_moderately.5"	"D7_moderately.6"	"D7_moderately.7"	"D7_Severe"	"D7_Severe.1"	"D7_Severe.2"	"D7_Severe.3"	"D7_Severe.4"	"D7_Severe.5"	"D7_Severe.6"	"D7_Severe.7"	"D7_Severe.8"	"GIS"	"GIS.1"	"GIS.2"	"GIS.3"	"GIS.4"	"GIS.5"	"GIS.6"	"GIS.7"	"GIS.8"	"GIS.9"	"GIS.10"	"GIS.11"	"GIS.12"	"GIS.13"	"GIS.14"
"Q9Y6N5"	11.2081919496435	11.3937815850696	11.6226752366516	11.4159305791098	11.3821375878354	11.1517922463843	10.9623779611393	11.1006321881963	11.7420678512511	11.8462983527921	11.3602902573554	11.8698027441398	11.4201845986576	11.4973047046828	11.5293168962971	11.9609130313051	11.658446794042	11.4467077272589	11.4081951144736	12.0192192738591	11.5449711165742	11.7469506813682	11.3336199739966	11.9567225794063	11.832094878136	11.4172155123758	11.7730254992566	11.2116473043908	11.5622813363257	11.6109750115182	11.3834602195025	12.0506164283417	11.5786291793201	11.7689509030719	11.2708842244296	11.6740250352691	11.3002765752077	11.3177509554288	11.9264982473382	11.3884806612454	11.2997900761514	11.3886685072464	11.449148781077	11.3886989988187	11.4911804826734	11.0363965059683	11.4117164002375	11.6737102160355	11.1760585297883	11.3533177977758	11.3492225286822	11.3611099401304	11.4311947597044	11.6775550487933	11.151720488476	11.5034602124308	11.4877135571763	11.7635315485561	11.6358299494975	11.5485600761	11.4633473880587	11.1744059950532	11.6759968375565	11.7753284966926	11.3237685926218	11.1766471365189	11.4419990026891	11.5021897149159	11.258179608466	11.3789249669611	11.2740475326493	11.676668774542	11.7343090671725	11.4349077635017	11.4834068262282	11.5005147940315	11.3927310959794	11.4380916949652	11.546872101539	11.6783532914023	11.5885417257668	11.6211999793795	11.5335272778947	11.4971955562378	11.5995080682509	11.4860159799769	11.4209751992916
"P52209"	12.203509956933	12.3080499074351	11.9800498780991	11.9769698571735	12.0985622055677	11.7601320006224	11.9118999052899	11.0089173751207	11.6825522146227	11.2214394603732	11.2058879249713	12.5246455259334	11.7038479447332	12.016401402505	12.9128992724181	12.3567724252471	11.8793594411148	11.8915619996485	11.824746485263	12.5827075931527	12.5979913465925	12.6504956441986	11.8215877204277	13.173679377963	13.0794770343583	12.2557524912287	12.4464432447282	12.2680168102162	11.5778309983043	11.4164008827659	12.3451812405924	12.2821345133222	11.3620076378349	12.3606366354552	11.6245088753829	12.4301009634888	12.1262574004686	12.2096896471885	11.8710067100418	11.7657877852389	11.8801139798055	12.2620260288113	11.7273651316198	11.3011799808642	12.3588147064708	11.6707007853253	12.1389405460775	11.9212226990912	11.9185533205685	11.7885095347387	11.4242495861885	11.9566582934919	11.8379284870498	11.5591485244888	11.8658317927828	11.9944777595895	11.8947664345799	12.005636096499	12.0834355742791	12.2525925718169	12.0524399265991	11.8273659010565	12.8482034679068	12.2473234973258	12.1983289175222	11.9649713621596	12.3071420900886	12.4163801403533	11.9437368012057	12.0823005471272	11.9903346964636	12.0042788337121	12.3263911250716	12.0852845049855	11.8267271295707	11.784723679621	12.0490341600549	12.0416627230701	12.4734498077824	12.5234907808602	12.4053290577302	12.4061066905757	12.2258341811201	12.0004026858714	12.2632886830736	12.2052814721024	12.0162069963184
"O00151"	10.8433288276154	11.0533541217021	10.7987744017053	11.0953243539645	10.5725669484638	11.3860750919795	11.3729908526857	11.0784412303844	10.6227589632634	10.8935500635749	11.4204222238644	10.7868872045362	11.5293696324329	10.6879500873795	10.5470932176127	11.552218908625	11.4208919498336	10.7950343099685	11.6627587483414	10.6009719657455	11.5333876531437	10.8861973270123	11.5984189330525	10.2761529378712	10.193910748783	11.2255380566606	10.2888198493371	11.6141813066015	11.2448859945313	12.0486387913407	10.974761183259	10.7261524385818	11.1859101104753	11.7430599398808	11.1363810977108	10.7772759584965	11.8651797862218	11.1641139222973	10.792423344302	11.0900812964654	10.3210067971327	10.5738311974101	10.7813238629776	10.8381798137437	10.361563501516	11.0113826191174	10.941624015446	10.9452867416578	11.4254463952235	11.0792923805381	11.2864802880673	10.870830285192	11.1310913999879	11.1415057780033	11.9721765573233	11.7469809146197	11.0171471485344	11.4123169855812	10.5157792836299	10.9083856189661	11.0746222430524	11.2352618423261	10.5820363587248	11.1017504894976	11.2203480397304	12.0882383240749	11.1712737943076	10.8840937439831	12.115652918126	11.6642139019001	11.5802476961572	11.1362935590832	10.861224501378	11.5477551707804	11.4314397703345	11.5746067050516	11.1086401721859	11.1422854233854	11.0569112564595	10.7954365618787	10.8597493096131	11.0542769771979	11.1834684937551	11.7374692943814	11.4131907111013	11.5713786569432	11.2317751438221
"O00160"	9.28382106467014	9.40937524972655	9.58879164637837	9.54916356552842	9.94673469826654	9.15241411909596	8.97345696269831	8.78899340682032	9.37918712938362	9.67952441183597	8.87445843165348	9.69504879359559	9.26912758693992	9.3478586738522	9.86450511160335	9.49816263954984	9.01813358563099	9.57337118215743	8.80028869480311	9.77900698722091	9.25709558218443	9.78970436808362	9.09635527485843	10.0682692752865	9.78365270977907	9.18169743219165	9.75755395477701	9.24149866367075	9.89347020423424	9.05131516674829	9.24052094153412	9.36307033977372	9.47655835738887	9.14613687674762	9.12267868472935	9.11503089107013	8.79444496852472	9.00739906534141	9.32152837674666	8.70552282663322	9.37503795937345	9.94548111822869	9.4732862805422	9.31764437609655	9.61465675279325	8.95408452075538	9.76309282415407	9.50541254154235	8.83664266596655	9.04749753584695	9.69056853690202	9.19880797378184	9.78437522891737	9.6068551795026	9.20312570344283	8.8757106217941	8.98505537922614	9.1814572794666	9.7249149545526	9.5872088219839	9.38770497955547	9.05553768276646	9.8962285727894	9.34746038680575	9.10950671462893	9.12543211584534	9.40807422182621	9.74556208041592	8.49438401653689	9.27950418595806	9.05517984172366	9.47336446158686	9.84383814886785	9.35584426175835	9.43973866188921	9.00394177754941	9.42800929536425	9.0947219211973	9.77390295891035	9.46120397200891	9.63104892926431	9.65183684815286	9.46890236904677	9.24329349910798	9.64215762171554	9.36303104541059	9.39053199152278
"Q15404"	10.2909175009976	10.5124196361286	10.5208219516798	11.0984525431387	10.5829886407815	10.9788014617671	10.9756058130988	10.3419319985846	11.0113769952741	9.98655728503847	11.3800959574127	11.5390045239005	10.9566972989619	10.9376576962481	10.3177481094065	11.0171594620644	10.3095474614339	10.5264438376807	11.6536789605919	10.553654892085	11.1912787413744	10.5981118678939	10.7012996128925	9.94218274348418	10.1908890479032	10.9453093783705	10.1307018570714	10.7662791887597	10.8246917727872	11.7231714866885	10.6327035618736	10.6105241452163	10.5065565662666	11.269629282342	10.0331303730548	10.3071548976438	11.1983660108371	10.6521664435322	10.2757866156605	10.860069847233	9.91941741215838	10.676651762769	10.1482407185756	9.67315831755575	10.4531764858936	10.6366710219063	10.6847760653534	10.4095618659243	10.6124611890673	10.4829939343725	11.4013967310907	10.5584239307122	10.9179822661736	10.7449042574531	11.6968256215729	10.8620829527074	10.2572106007454	10.4525258402606	10.5854978178717	10.4643551574439	10.9693565398277	10.8526100091964	10.3387531705368	10.7925503003852	11.2026176803449	11.0714061474111	10.6436786761779	10.7057712879961	11.6384879383949	11.7627045029091	11.3543124963916	10.5781884976838	10.4098246300988	11.1240425689717	10.6849023918375	11.0815157493137	10.7742103591655	10.9598613025099	11.2413361006123	10.3550562049575	10.7451612240951	10.6671138432079	10.9514650444042	11.2968176864416	10.6705862306724	11.0953290539055	10.8116122883037
"Q9UBW5"	11.684687610802	11.5750567339793	11.8078733891547	11.6367478602963	11.7526085871735	11.9033036924582	11.7554400527931	11.2104857784415	11.4419670075981	11.121253540914	11.5477241420317	11.7070097318784	11.6365515327918	11.3192793572196	11.320583662012	11.6591748424467	11.7286396391499	11.3563988708522	11.9663443398681	11.6186330273464	11.9022804525256	11.8528319604765	11.7743647680032	11.2280708147331	11.6251334565059	11.7939929955571	11.3245861425117	11.9063212853148	11.7767353178268	11.7862953226619	11.7951745766658	11.5039115450798	11.900570785531	11.7556425318658	12.0547077910083	11.4147026742956	12.0034153373767	11.6275321336944	11.4946589447938	11.6095426783031	11.4709916316469	11.40184614961	11.3248566374599	11.0838333463532	11.6402406164339	11.7917669536705	11.6671404217586	11.6394230030084	11.9793297815362	11.6909416021133	11.6140504434391	11.7115061122917	11.6594914835283	11.4892734057238	12.0239876814474	11.7209243890958	11.7641357704822	11.3815714741456	11.4201444078594	11.5612740227238	11.5728632618028	11.6235971287146	11.5902534573349	11.783809632115	11.8138267236524	12.0239182206972	11.571837196185	11.6356778789409	11.9838947568748	11.7893611342401	11.9836904110796	11.6186196974942	11.3689306437604	11.6584516064174	11.7060696012152	11.8253866893747	11.4960659698513	11.7103415485717	11.4914893254082	11.6710783218165	11.6815728853265	11.5949493828206	11.6939346669833	11.6345918654776	11.5500715319253	11.7137845578367	11.5889158865528
"P04275"	10.973359994325	11.1525043140024	10.568114432318	10.9685629697474	10.7933897292509	11.1290358020217	11.1271808216728	10.7821449801512	11.0950658729588	10.119003382954	11.5832580352661	10.6303788216318	10.8951727903192	10.853388129861	10.6925069515793	10.760301064823	10.3817127922293	10.8241663969522	10.7841175618598	10.7071023845513	10.8193226616524	10.6542234904922	10.7937711081	10.2939155816216	10.5802989343548	10.7722704581223	10.4016419383882	10.7712497752649	10.4653557820114	11.3023858871235	10.9220204035395	10.6430801033306	10.6526785877058	10.9996410545374	10.5954487100643	10.6363247812548	10.8301373912752	10.8585793445247	10.5519506574801	11.0991860804996	10.2972572889097	10.8813649962028	10.5484713098728	9.83079967895227	10.6448689918661	10.6815017642142	10.7963865553247	10.5405441569491	10.8089355893687	10.5689269674747	10.9669976111181	10.6702490397519	10.7978531454838	11.1666728733581	11.2745003074655	10.7855840462893	10.4028006996044	10.6575285972869	10.8250534157276	10.4739445241316	10.8570015168018	10.6132262852085	10.4788362174861	11.0288918391032	11.1328892603493	10.9956245804303	10.3296638266207	10.830017187687	11.3327036743559	11.3561124785357	10.4738769610032	10.6186040024199	10.7166263410215	10.743205271642	10.7770437277431	11.0856297970633	10.7921441977235	10.7768338438948	11.0523880222758	10.8539909718151	10.7672649185931	10.6568292007839	10.9247156029265	11.0151848611214	10.7520655176598	10.9569437390633	10.7115376655684
"Q9H4M9"	9.5108831119412	9.55377519933584	9.63216383830316	9.62677581838287	9.26574950357688	9.5707389039402	9.79852159923445	9.1640912239285	9.33967372978444	9.46225263242686	9.74594304761488	9.49727239405111	9.63388121375345	9.76049688033354	9.48524450643417	9.44564631098677	9.85334532106772	10.0139177097724	9.95314402727433	9.69751560975988	9.48498177529253	9.82118796734932	9.77548558060934	9.78381486064653	9.87661499810313	9.55730617395509	9.55120697379818	9.80376990923044	9.75611589879673	9.42087537434274	9.57531010914249	9.57553845739809	9.3873279106653	9.54771973877637	9.14931792975517	9.63471783316036	9.22456020219655	9.60675456692761	9.563616766411	9.48715925341253	9.8355823684705	9.22544718081899	9.72380585790624	9.65031659013835	9.65132283105546	9.7376801580398	9.52122003680759	9.5085992551736	9.56855117716306	9.6766419975356	9.16470309046928	9.80532159565615	9.6824647505983	9.86230471397637	9.35669606181378	9.89045705970168	9.8670182545746	10.110224955304	9.70515979193813	9.92364800257676	9.60033395868442	9.95092975640429	9.78324769674063	9.27258032765805	9.6433883885315	9.74762349095478	9.54921625863215	9.36956790216657	9.82706465717703	9.71966390471645	9.54719862494565	9.75675099150155	9.62185265340743	9.51806283614092	9.56175531706413	9.58079534379296	9.43257064219302	9.47836369875122	9.2993058230253	9.3124580892841	9.33122307554529	9.4218998253127	9.61443400137275	9.64710313335031	9.70906028875931	9.50099134783671	9.62198520111505
"Q96AE4"	11.6213776035811	11.1415871962021	11.3099534201914	10.7846213105119	11.458938835984	11.5696903887072	11.6113250286234	10.7665743353404	10.4612250792209	10.6239318126702	10.2613042389527	10.5137034284565	10.9088666763005	10.74985349105	10.913777755038	11.139178827185	10.9825806246693	11.1635885879275	10.5933126195221	11.1454586266485	10.8440597163666	11.2174580147825	11.280520442522	11.0926828298377	11.1545048721726	11.4539636530401	11.1024428600868	11.1050507477771	10.8464917413061	10.5392923672552	11.065007880865	11.0439137677262	11.0104732009557	10.6786398309469	10.9812611210959	11.1172719330806	10.7010199157361	11.0988193580198	10.8755813565074	10.7035690864414	11.6007792410395	11.4519751262407	11.0121103102211	11.0284715259345	11.1534373626576	11.764525050745	11.2022054592948	11.4613620049824	11.680221032935	11.534278545433	10.7158774587902	11.5788972734228	11.1242103509235	11.0915144199137	10.6680132757278	10.8713407594067	10.9379066816884	11.0021230076353	11.0088864441056	11.4910279550902	11.0310659359786	11.1357113167177	11.2103848476244	10.8676699916781	11.0098535045637	11.0421238531672	10.9021913933342	11.0955727611889	10.199321868175	10.6273080615843	10.677320835805	11.1864689593122	11.0355022152742	10.8883903979719	10.8894340137164	10.9398225493071	11.0405126956819	10.9439722191592	11.1760644265186	11.3414971628888	11.1982726362801	11.0687239796929	11.043854670342	10.9645039954558	11.0286180091384	11.1542131470426	11.2842642649456
"P42224"	9.42496616345382	9.39462875954929	9.57219002507131	9.60999910528582	9.25117426138607	9.38743895376002	9.60725425658519	9.03808506333352	8.96295510961507	9.17974699909624	9.15971476449115	9.37531176305632	9.90586698125418	10.1015200019306	9.59379680220644	10.0854897669452	9.80190111963169	9.76191653410474	9.84124488467081	9.88583066961315	10.0345168454389	9.98784097181362	10.0888240435288	10.3165044739847	10.3725819017768	9.74430779454617	10.1264155464227	10.1220985918901	9.48541750346375	9.73424032666217	9.69435651586358	9.99360815909398	9.72385959560233	9.368733056523	9.73043856150838	10.1916078110159	9.40793870277355	10.0684023619345	9.92382753817411	9.94350385435525	9.62939127141163	9.3304929807527	9.63044109733018	9.55128932300868	9.98172705395914	9.28893276438304	9.57633598221938	9.54108726115022	9.57511782890063	9.71519231282992	9.29331413022227	9.79051865077701	9.8133163838906	9.92329311112998	9.16125734621575	9.62687255050739	9.86858763859312	9.99068436759976	9.456121614387	9.64511434812611	9.52064711149623	9.41786352271597	9.42156684454574	9.74616444373025	9.64076510355153	9.45575038526885	9.58146648415737	9.43372303494568	9.60375799827218	9.25034394406893	9.49142312367941	9.68757909454985	9.81862518880661	9.51615670900943	9.58554048714508	9.83351902235498	9.49444437083513	9.40536980491395	9.66539144221337	9.4039169350242	9.26627592403274	9.62542211768473	9.55099061227731	9.56704352312171	9.66279771639844	9.67410842425473	9.77262292410417
"P60842"	11.0836237643905	11.4122710481506	11.4517185876315	11.2467027646749	11.2487140245395	11.3699187728184	11.5174510287726	10.9137398850662	10.6020139524772	10.4600468468052	10.9395278171532	11.0779713139906	11.0118964118868	11.024162402039	11.0442519638943	11.2750367221826	10.8760369499602	11.018433073832	11.013289384788	11.2752011510534	10.9965171105769	11.1010858123514	11.3586341749356	11.1264990881749	11.1448754901927	11.390595959406	10.8080831077271	11.3101522233135	10.7259306533938	10.7776244455665	10.8228413716573	11.4623006850264	10.6738980106138	10.9346038861596	10.4398840114837	11.287064365452	11.1769739117995	11.4783819169178	11.040685418371	10.7312487904559	11.5758637608707	11.5164271384551	10.9322761598879	10.8070011041153	11.0934876752438	11.49011799706	11.2060531586533	11.5506459500547	11.6146871031537	11.6613837279799	10.9924451604588	11.8418157808531	11.2242002068051	10.9933144032036	10.9898626153285	11.0764136262231	10.8347013815956	10.9328752917591	11.1440077834246	11.3613669141679	11.1681478922007	11.1706049354175	11.0959825366203	11.2539767954403	10.8853234677255	11.339384871522	10.9809418482948	11.2284808325956	11.1043200563004	11.2998652229755	11.2358651304308	11.5223381255328	11.0655667973191	10.8997253815848	11.174557720191	11.2949156441728	11.1028622481672	11.2135906017961	11.4932476745018	11.2819107064579	11.1841802999737	11.1831820451813	11.1511944743358	11.2211669102894	11.1323364133779	11.3702843396315	11.144137063644
"P29350"	10.8982944358459	10.8810713067559	11.2791073082789	11.1161315689466	11.1932272270849	10.5633315855602	10.5645901114446	10.2075234230888	10.5975850290472	10.6116572696786	10.4166157412432	11.222671295961	10.9604746660486	11.0060124683386	10.740435325663	11.1772803664291	10.7602366824695	10.6267081555491	10.690898977404	11.1952575784037	11.1557298617747	11.0707246381835	10.7591763584666	11.3674200464343	10.8444973027153	10.9461833896787	11.1626420016158	10.999119761609	11.307209235525	10.8348695740165	10.8440479331705	10.9297419362744	10.6150632018877	10.9030226611953	10.8089486351804	10.9117431406543	11.0098729990954	11.0204318486036	11.0266717078189	10.5416862061813	10.540189251327	11.2256868784378	10.5905893226833	10.4064160284908	11.215899524344	10.5624734789981	11.5093753687967	11.1089061715367	10.263706223171	10.5933367266267	11.3868351162042	10.7647483373427	10.9549217745034	10.7789852957275	10.8181132593317	10.7992567715447	10.8871738366308	10.8373420856019	11.0895935971683	11.0442602544914	11.1624223291462	10.6927897320908	10.8776730895138	11.0063364984608	10.8578092698014	10.7421715317651	10.9966567531039	11.4638977094597	10.7423734835978	10.8056262222438	10.9928571370412	11.0872100704301	11.1489045800421	10.9384039828766	11.0859692997596	10.7419921611073	10.9710358083299	10.9379794854998	11.0235504533112	10.9430894546274	11.085347684021	11.2852572649909	11.1127488889472	11.0218863305782	10.9838713062297	10.9497971489318	10.9736517890235
"Q99623"	11.1745434908141	11.5223982314626	11.5371769005391	11.6562835371654	11.5092986885041	11.206177788322	11.3322695581712	11.4245143504128	11.8969727880069	11.9027573561642	11.6990898006626	11.700017858013	11.5575343708673	11.7758905817873	11.003582381441	11.7313295233473	11.2986929801104	11.3085658792446	11.705024248277	11.5152354152335	11.4259420695539	11.1128438078244	11.2488971171983	11.072882831585	10.9808984180289	11.2997797662854	11.5514379222463	11.2181318699156	11.2783501734835	11.7719439050358	11.5123553166858	11.3912198910652	11.2067555852331	11.7021832236225	11.1622082268593	11.3047005580378	11.5249750138236	11.3895900811486	11.6992763295265	11.3268555943348	11.1732925040945	11.4293841079982	11.1160071468886	11.1439196381739	11.6039074495289	11.2542537813656	11.6338945348935	11.6292748569429	11.1283229763385	11.2363448435893	11.7553113363735	11.4180274483371	11.4845283150233	10.8251496882003	11.1964310872937	11.3013378518174	11.2476141977069	11.402371586748	11.6636803428947	11.4305281372267	11.648422581341	11.264078186637	11.1819590865334	11.4589150953657	11.4563294564038	11.2814130462297	11.2009172338932	11.2894740410836	11.3853752753518	11.4529884788651	11.4895050666149	11.6678128010877	11.5072875167654	11.3515658215024	11.5294349320401	11.3423080326572	11.4668361557731	11.3109324823301	11.6408550828314	11.5623278746081	11.4346208936309	11.515492148866	11.5598764446111	11.6067958749716	11.4178194902926	11.4340376155517	11.3167983975049
"P68871"	10.3683905342094	11.3742474308352	11.3845167440623	12.010348669287	11.8923350266557	11.0526178047127	11.5160365886425	11.5536091127601	11.7166139143644	11.899778450133	12.7460391331303	10.7091383598208	11.709929330443	11.4947800546998	10.6151774334029	11.3570483199849	11.9912868887525	11.9300594899995	10.7358654555687	10.6957155684692	10.8093184788643	10.4511382419282	10.8605711535704	12.2940292439739	12.3154734930254	10.9499800857655	10.7536164954801	11.3855498148702	12.1590560603507	11.4085674141191	11.3368393690502	11.0497058179907	10.8913329760773	11.957255216448	10.5890105613323	11.6250354780296	11.8119676251655	12.074666292794	12.0946721799253	12.6825598579139	11.2474797714133	11.6356185680033	11.532081858306	11.7928684527934	11.2182347683465	11.2781596343297	10.1606718079126	10.553032830169	11.7380499326645	12.8387373293058	11.5799250346388	12.9767268504887	12.3849369030658	11.1030787313451	11.2284450111408	12.7285348564161	11.0837108191873	12.2124196363168	13.3054090351347	12.046964637476	11.0420706609089	12.1174149802003	11.2034838272476	10.6095192010478	11.4692164859081	12.9410793458743	11.3423429698161	11.3420390456513	11.2668542625597	12.4277402409214	11.4312858562112	12.288951485157	12.3303689450222	12.6464404415633	12.3453171129426	12.2571306999637	12.1152436676682	11.8206069126313	11.8007133406743	11.8605058602841	11.3120004220508	11.3355088494757	11.2759834990267	12.6783915350233	12.0283787259866	11.8512577978056	12.4134942027644
"P23368"	10.1933958984798	10.4831211044022	10.1355486695411	10.3679221777667	10.0243135138036	10.1144520472869	10.3738660082795	10.5384554169928	10.7685299963166	10.1476404523321	10.8778820591575	10.5873412705975	11.002271108176	10.7685531290943	10.4853938677305	10.4599806540626	10.6972842246496	10.8664807703997	10.5355341786676	10.5807908584333	10.4885314385116	10.488707827055	10.3817271672086	10.767124571773	10.6269211452785	10.5686988820327	10.4595551015759	10.3758305863494	10.0578628582261	10.9358223166342	10.4388657995315	10.6422808876845	10.2571971659532	10.5515360039156	10.0713577683137	10.582511842544	10.3617446958721	10.6236065434669	10.5418703495117	10.9685034352345	10.3047048714033	10.085187752327	10.670818657023	10.2463366191639	10.3141728046782	10.2348154181515	10.3007621621699	10.4072544141512	10.364922870747	10.1440320502428	10.4151661581394	10.4252971958038	10.4382917679342	10.6410932078023	10.3680265623008	10.28270154011	10.7406707353229	10.8118560893462	10.6290615257241	10.4122252851198	10.4315306929648	10.5218970279943	10.4905895298263	10.4206767666106	10.5490483627114	10.5884852661256	10.2146518121345	10.461223730214	10.8958145056544	10.8433634292888	10.3296115309555	10.2645530081023	10.450118785337	10.6824353539527	10.4643367932642	10.6399302575461	10.438791699373	10.5415533441597	10.4323507701301	10.3718711658594	10.2161894013887	10.3905304029986	10.5553830792244	10.5377054657956	10.3991821910978	10.6582617357965	10.4288898679817
"Q15833"	10.996433825325	11.6334013134072	11.0712740364248	11.3861972838541	10.8489124668148	11.3360028671724	11.3824713912068	11.5566852062942	11.2257706543023	11.7597425551206	11.7182038424789	11.5075543131948	11.3662448515805	11.0959524933048	11.1054104783636	11.2765302178381	11.5370358017791	11.3463681640259	11.3381624995129	11.1104436355281	11.3745066245927	11.1944781348637	11.0478608769233	11.2089042448152	11.1664637822608	11.0179060199725	10.8564551152983	11.3449315062604	10.9132558311204	11.6243281736894	11.3748392712194	11.3108995983335	11.0956342829689	11.2280384004491	11.3561239629446	10.9303379099056	11.2499867827723	11.3103011688351	11.098829175887	11.357533007787	10.9812227404975	10.7672127355399	11.1268999367031	10.8800683601714	10.9117406462465	11.1483048916859	11.0231375063925	11.0623941826602	11.4884888800548	11.2760125158168	11.1043341982501	11.229547099309	11.1360106463546	11.601564494743	11.7405627001344	11.1417747698044	11.1335779477	11.3800288524414	11.2244654489565	10.9934290793196	11.1629314302671	10.9294857683183	11.0590741855488	11.3857176722224	11.4613013629803	11.5644220112035	11.0717041664899	11.2585957697435	11.848118005847	11.5959869035023	11.0709794210414	11.1290643825127	11.1837129814638	11.2055306401616	11.2346373953628	11.369795626127	11.1710487540589	11.3167021823324	11.1372597793981	11.1676922559651	11.1238274019788	11.1609595129886	11.1949378408182	11.2729402326776	11.3530926664743	11.1683361623648	11.1403430842512
"P09874"	9.82411396292344	9.64978717220966	10.3042613633338	9.72119227895723	10.2749075357496	9.16991883706589	9.26353387832604	9.12769567307238	10.0252506414428	9.9295810486357	9.34702902441682	9.70829548585877	9.99926077356474	9.8884557122247	9.20082976021144	9.88440400816785	9.52890031703281	9.88036042433154	9.23956269518396	9.87554160590135	9.74723771871724	9.83569104563425	9.815902934473	9.22826539934472	9.08334871870666	9.77723888318581	10.0393168302267	9.26922625851743	9.8632772696586	9.37383633502471	9.53147736333453	9.45371242564643	9.79250655034265	9.51266156751846	9.46652244403031	9.31309401330582	9.19792162355154	9.71521228327003	9.69161587624104	9.62375483111591	9.46218508572853	10.041189656992	9.75051364253211	9.74459432301597	10.0754640946103	9.41611164977678	10.3763325388811	10.4480840100619	8.94611818505789	9.28902493414927	10.3449571665786	9.54135674408545	10.0620832240206	10.1530872432864	9.05944569638965	9.51151520561254	9.74576738262389	9.65170436461997	9.67194805167694	9.8843133537187	10.1286865185898	9.66622530739499	9.57190548754792	9.73993136259361	9.52543330458089	9.23451560489823	9.24240480147528	9.46559729232297	9.20059133413253	9.60052635388356	9.18507242213191	9.68531740238639	9.75304000337386	9.70000374981225	9.7536955313954	9.66255157212756	9.40935557157508	9.34108776659987	9.69378752747696	9.55043095654494	9.63776000646835	9.85492809395257	9.94792370159608	9.81017320135227	9.7241666634652	9.60335894183948	9.65984576639222
"Q14974"	11.0871009237454	10.6072973432467	11.0640042755159	10.8565065025103	10.7461919080627	11.0430553529036	11.0566069217259	11.105286603289	10.4862443915663	10.8904855905648	10.6656111255001	10.4304382742275	10.7310281099373	10.7114011877276	10.8147897121438	10.6735521334104	10.8552853841409	11.2999996716934	10.7967458061516	10.590538822216	10.8187880962317	10.7808944170942	11.1193088841621	10.6347463879851	10.536250093021	10.669331194982	10.7957252757661	10.8549859958756	11.3144605385296	10.4356546216844	10.7711248992363	10.7356925745135	10.6894695867695	10.6774653740424	11.1477621935018	10.9748946130439	10.4928402349503	10.845799696078	10.6687522262721	10.751235111692	11.1788729522977	10.7324451554828	10.8330653206858	11.1472415263973	10.6318878639776	11.0095002457426	10.9322406086521	11.0126673947129	10.8804790486454	11.060061588454	10.6515386832047	11.1000811713328	10.8036175447513	10.9283486492028	10.5737576501423	10.7878117903642	10.7801060853943	11.1483499235224	10.5158224775736	10.8389408879045	10.802076519572	10.840079481673	10.6357679644912	10.535401100055	10.6202206096355	10.7136309593274	11.1117672308383	10.8051995981054	10.5336662903852	10.4297769676391	10.7016817332464	10.6762915476393	10.7581607066853	10.6331679858984	10.8314807207941	10.5799441978792	10.7485912344741	10.6680606753207	10.9322181960767	10.546199977305	10.6115756167377	11.0047010956372	10.8831278233547	10.8075603100916	10.9297668871002	10.9616428600307	10.9914622299407
