	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS
Q9UI09	4.86295	6.886925281	6.887416584	6.800021998	6.7721964	7.10119	5.09592	6.858963388	8.14771	7.45039	6.778989815	5.56986	5.48543	6.998291245	6.992921955	8.02015	6.925718562	6.920955543	6.801166779	5.66391	5.20555	6.861292667	8.1205	8.56071	7.39832	7.17393	6.928089749	6.773804416	7.028443524	6.8717063	6.4363	6.97728	7.27705	6.44294	7.87283	7.63952	6.705409904	6.75081666	7.86604	7.61176	5.1127	6.821784734	6.872042021	6.78398	6.828454021	7.93605	7.61029	6.752356813	6.664200284	6.795088709	6.59694	5.70598	7.73471	6.916247687	7.23074	5.32193	6.887228856	6.949010772	5.10852	6.791485976	8.01848	7.26772	6.761504931	7.00619854	6.878016628	7.04985	6.84046	6.56529	6.19377	7.93192	6.724563758	7.50779	5.44956	6.886763629	7.009482463	7.1639	6.41616	7.46025	6.820814655	6.885578966	6.821815192	7.65464	5.29278	6.757914326	8.15684	7.41363	6.798472717
Q5JSH3	7.114200254	7.308690713	4.53605	7.214595322	7.031838395	7.108257174	8.19574	7.17393	5.81762	8.37069	7.276393577	7.21640262	7.17183469	7.234399231	5.96809	7.33896	7.333249148	7.278949355	7.433864025	7.92659	7.69558	8.53761	5.17792	8.13288	8.94924	7.87283	7.361987441	7.240362513	7.407373977	4.93074	7.83352	7.07895	9.25904	8.4149	6.79961	7.41785	7.314796233	7.249580194	7.42976688	7.215112709	6.990511571	7.294516095	7.27393771	8.15886	7.64097	5.48543	7.35138	6.986483721	6.936542933	5.37851	6.15178	7.71973	6.97613	7.300817242	7.294692811	7.262863261	7.368583151	7.310804235	7.53138	7.97384	5.76553	7.74483	7.435241497	7.207559212	5.83794	7.20457	8.01569	8.57705	8.88935	7.86542	7.201222061	7.260969156	7.3047691	7.27568427	6.01346	6.44626	8.29783	7.13237	7.284389496	7.34373996	7.252286838	7.276962079	7.81057	7.80607	5.36457	7.8857	7.272225708
Q96HY6	6.31651	5.2555	7.13955	5.8505	6.135432718	6.034640212	5.948764099	4.74416	6.108401716	6.59694	5.975120588	5.88264	4.57289	6.36457	6.93664	6.236932902	6.207665918	6.98755	6.087251059	6.140505902	6.133801476	5.1819	5.984496148	6.15816917	5.90448	6.29094	6.393421133	6.183380283	6.83542	6.35579	7.89905	7.34696	6.363096429	5.43296	6.442532543	6.248119721	5.64962	6.009142909	6.309704012	6.121860785	4.90207	6.156638534	6.308344675	6.118481841	5.49185	5.95653068	6.23074	6.035105504	6.05094	6.6014	8.22207	5.47249	6.198765909	7.61471	6.070117639	5.03562	6.294009578	6.228609356	6.117724858	5.02237	6.12540346	6.15785	6.223920669	6.20945	6.66534	7.46271	8.14415	5.96809	5.61765	6.130021219	5.74147	6.142375648	5.1819	6.35755	6.89603	7.44626	6.04002	6.244955646	6.164910438	5.6837	6.161814181	6.238302452	6.066500968	5.00899	6.077584981	6.26866	6.110487652
Q9H3K6	8.94134	7.03672	6.97039	7.10852	7.00562	7.38024	7.08215	6.53916	6.17393	7.10957	6.56529	8.32598	8.42543	7.15482	6.83542	7.01235	9.6632	7.8392	6.38198	6.80478	6.6907	7.03452	6.98868	6.90328	6.97499	7.17692	7.04985	6.824	7.21237	6.21917	8.39146	8.38629	6.54071	6.60585	6.85175	7.02791	6.42962	6.71699	7.02901	6.71562	9.03672	9.8205	6.92719	6.85425	6.96924	6.86913	7.12412	7.27519	7.38716	6.74819	8.49025	7.54148	7.33807	8.28771	6.57289	8.5263	10.0135	6.71425	6.87406	7.2555	6.71012	6.94837	6.87406	6.69209	6.92005	8.62425	8.67596	6.55305	6.39746	6.99887	6.90328	7.09064	8.64169	6.74416	6.90087	8.84768	6.87897	6.94603	9.54593	6.75221	6.55459	7.09487	6.83542	6.86295	7.04985	6.88874	6.95187
Q9UKE5	6.445176431	6.514374775	6.6851	6.019971638	6.14568	6.380209679	6.397480951	6.512131235	6.4446	6.34518	7.47654	6.487114337	6.497904742	6.495258101	6.64674	6.363746128	6.572220553	6.310322334	6.7866	6.499046186	6.411567381	6.427913767	6.71699	6.36107	6.31288	6.63517	7.40684	7.00675	6.512249976	6.91409	5.8125	5.46923	8.98868	6.47735	6.591768059	6.40440707	5.79442	6.11478	6.44488274	6.405459627	6.466874985	6.424490064	7.27891	6.548969448	6.432299701	6.30378	6.71836	7.17692	6.418927804	6.6893	6.7211	5.73335	6.476205275	6.433116333	6.339676958	6.303121662	6.478945341	6.50938	6.446815061	6.406476102	6.47249	6.22497	6.93664	6.512949012	6.53138	5.57592	5.27426	7.2317	6.2211	6.357116463	3.848	6.444590591	6.486472841	6.414264911	6.57894	5.30012	6.65821	6.344639252	6.405118678	4.43296	6.33092	6.39549633	6.461092137	6.473118433	6.6014	6.59694	7.27984
P30049	9.64854	9.058501714	10.9046	8.93517	10.406	11.0766	9.54901	8.71768	9.13827	8.48945	10.0565	8.94427	9.66889	9.037800757	10.2694	8.54381	6.35579	9.05582	9.05257	9.07521	8.45779	7.03232	9.47836	8.4475	8.19771	8.78529	7.77808	8.75054	8.839013873	10.2217	9.18933	9.55689	7.65535	9.18016	7.00675	8.70494	10.7627	10.6449	10.3243	10.3414	9.83194	8.21965	9.04794	8.39575	7.29554	9.06232	8.4475	9.17867	9.375934996	10.9614	9.25479	10.0052	8.86419	8.848	10.518	9.67578	6.32733	8.57667	9.29393	7.3837	8.0207	8.75789	8.37634	9.051472474	10.2764	9.66285	10.1718	8.86635	9.25951	8.1467	9.23649	10.93	9.41933	9.154743365	10.8781	9.85596	9.10224	8.42417	7.83731	10.2157	10.5542	10.5351	9.10905	7.7046	8.43338	8.61102	8.90207
Q7Z7H5	6.6851	6.737807118	6.677774667	7.03782	7.54303	5.50462	9.40621	6.882596839	6.883058124	6.696112263	6.836203031	6.75889	6.27053	6.5885941	6.596167512	6.467316245	5.46271	6.1127	9.12799	9.64926	9.5691	6.794494633	6.848191043	6.63339885	5.72247	5.74416	6.752631827	6.75026806	6.681771079	6.719543935	5.9542	5.70598	6.601536767	6.767372353	6.639930695	6.789010058	6.27053	7.38198	5.59096	4.97728	5.80735	5.85798	8.20261	10.555	6.71314223	6.699795862	4.63807	6.757677656	6.658558954	6.637448671	6.21529	6.690620243	6.60625888	6.664187874	5.88509	5.69209	5.29278	8.70977	9.69749	6.873549504	6.642604945	5.83289	6.979433623	6.626136484	6.772749645	5.926	5.38888	6.581206174	6.639194841	6.716708138	6.76818	5.99548	6.03782	6.74168314	6.734422465	5.59694	6.59264175	6.545229074	5.94251	6.54226	7.27519	5.18982	9.58271	6.684152906	6.840802721	5.20163	6.990511031
P06127	7.64602	4.97269	7.23362	6.356190326	6.352130737	6.308232745	4.60288	5.05745	7.10748	6.104877377	4.41954	7.10748	7.16993	4.79701	6.67666	7.79831	6.113606148	6.288422783	6.16977843	4.67807	4.3505	5.19771	7.38974	7.18785	5.939135009	5.893866687	5.36457	5.0268	6.3505	6.7211	5.78136	5.30743	6.278095343	6.299093182	7.90268	7.71287	6.264652793	6.143179271	6.024409159	6.283275643	7.78856	6.091576536	6.255350992	4.08746	5.0045	7.36545	6.234195261	5.50462	5.23266	7.96867	6.16792	6.233214188	8.04275	6.157042961	6.3098667	7.47086	6.091313932	6.115492674	4.72247	5	7.49426	6.048204549	5.1127	5.40939	7.46516	5.20163	5.82018	6.198685338	6.373082696	7.28633	6.255793654	6.240012593	7.48784	5.06609	7.12928	5.60881	6.22281158	7.69349	6.101023792	6.250550431	6.112592233	6.17555446	4.96809	4.70598	7.41193	6.021298188	4.81762
Q96S97	8.80864	7.47168	6.14975	8.98499	7.642060985	7.658181151	8.47897	7.853	7.06286	6.61618	8.74147	8.81954	8.90026	7.13648	5.7252	7.8857	7.640440515	8.94457	7.74195611	8.98641	8.7652	8.224	7.39746	6.97613	6.59246	6.48059	8.55727	8.57781	6.94369	4.79701	5.71699	5.97957	7.508107535	7.597506393	8.00731	7.77676	8.71836	7.735063654	7.594071187	7.574045456	8.51846	7.58082577	7.748945215	8.40173	8.30287	6.95187	6.36457	8.29692	7.19574	6.11686	5.82782	7.543414187	8.23506	9.39382	7.657696519	8.47735	7.687709432	7.704419124	8.5345	8.1298	7.15987	6.74416	9.11608	7.27891	6.74953	6.06609	5.25927	7.563088453	7.603511364	8.3336	8.89603	7.621529904	8.62059	7.38111	6.02237	5.98185	7.569613848	8.05039	7.625433058	8.61324	7.667029852	7.533632542	8.49025	8.04439	7.29462	6.35226	8.23984
P61927	8.77413	9.89406	9.79636	9.510751483	9.386308543	9.179143356	8.71733	8.41785	9.41532	9.96881	8.34163	9.84565	9.21941	9.70719	8.46883	10.6819	9.63209	9.562011848	9.404236782	9.56529	9.11816	8.51096	8.68895	7.68089	8.03892	8.97097	10.5189	8.84674	9.99915	9.45059	9.74802	9.97685	10.2313	9.80138	11.4961	9.5155	9.382637487	9.312171547	9.410295184	9.368889495	7.97671	9.108	9.49819068	8.5763	9.93634	8.58158	10.3812	9.92392	8.55075	10.0988	10.7	8.1814	10.8583	9.523840673	9.293014993	8.93781	9.96723	9.442744735	8.90358	8.64241	9.89542	8.67066	9.10617	10.1794	9.97599	8.99124	10.0709	9.61047	8.7652	9.97914	9.471547769	9.373942942	9.41701	9.50462	9.40918	9.62132	9.12748	9.67207	9.39874	9.456111968	9.411485345	9.502010095	9.57705	9.54786	9.16541	9.40812	9.39275
P98171	7.64602	6.759278576	6.846486543	7.15987	6.45615	6.71382867	5.16189	7.10224	6.30561	6.24982	4.51728	7.3733	7.02348	6.902370853	6.970936049	6.877807315	6.83542	7.97785	5.68089	6.92125	6.51728	8.44045	6.90087	7.24793	6.62059	7.24698	6.5345	6.98527	6.976937027	6.754256798	8.29783	7.96636	6.935592028	6.767599598	7.025398766	6.923172374	7.03342	4.87283	6.84557371	6.734551146	7.49025	6.32553	7.51964	5.08746	7.99605	6.65392	6.04002	5.91409	6.683815231	6.738689734	8.76255	6.789767385	6.833802958	7.029186351	6.753947006	6.94953	7.11166	6.39575	5.97499	8.18339	6.69349	6.47897	6.27612	6.776541392	6.799984541	7.91648	8.65785	6.864052771	6.692285298	6.82879879	7.0045	6.880164379	7.41785	6.81544999	6.80662924	7.74886	6.938554348	6.921970478	6.12928	7.15076	6.09381	6.827473495	6.47735	7.80607	6.38198	6.05528	6.91169
P30519	7.57894	7.85487	7.665742325	7.17393	7.649648548	7.620128486	7.694827174	9.22159	8.63008	7.68089	8.01235	6.97728	7.53838	8.15583	7.491359504	7.30652	9.0523	7.93015	7.504824072	7.619071316	7.540894926	8.20359	8.2293	6.92005	6.82018	7.62644	7.38284	7.05528	7.84486	7.479948177	7.1334	7.60066	7.558334762	7.40893942	5.73606	6.92719	6.73471	7.589260636	7.561152619	7.549418725	7.12412	8.51688	7.63657211	7.667829195	8.70943	7.95361	8.08852	7.9847	7.52513	7.612388127	7.46761	7.671088682	7.25456	7.5345	7.502635427	7.27984	9.1634	7.585908386	7.650520094	8.73234	7.99831	7.6837	6.98299	7.52435	7.573073624	7.00113	7.15684	7.532664309	7.420831557	6.52042	7.12309	7.606565834	7.00113	7.71081	7.549424516	7.56377	7.46249021	6.54071	8.33271	7.08215	7.521524568	7.519390441	7.639561471	8.55152	7.52826	7.76553	7.3443
Q9H1E3	10.7192	10.609	9.47228	8.95303	10.4655	11.4896	10.4089	10.2874	9.20848	10.9739	9.45306	9.86155	9.57913	9.8302	8.41109	10.6235	9.64926	9.17991	8.04821	9.93634	10.0203	7.91229	9.63227	8.44956	9.33293	10.6335	9.94603	9.75071	10.4726	7.80735	8.74214	8.04985	9.04275	8.6359	10.9766	9.98271	9.61287	10.2294	9.48844	8.77906	10.5827	10.1684	9.34651	10.3804	9.16717	10.3327	11.4169	10.3701	9.82528	9.53702	8.59954	9.6435	11.8492	9.79734	9.0728	8.85736	10.29	8.42038	9.90448	8.71665	9.18982	10.4829	9.48965	10.2419	9.12231	7.67878	8.49506	9.62644	7.0045	10.1246	9.13622	9.72264	9.893	10.0618	8.77149	8.55536	8.87252	10.4713	9.64386	10.2322	10.2488	10.1742	10.2503	8.75121	9.14364	10.5979	10.3761
Q96FJ2	8.8586	8.630356664	10.802	8.479058553	8.21868	9.56358	9.34541	8.08268	8.67983	6.71699	9.11478	8.42585	8.68685	8.507439377	9.85891	8.607386534	7.88081	8.455849157	7.37417	8.34074	8.66107	8.17443	8.98556	8.30287	8.27519	8.83668	7.75422	8.79181	8.366182102	9.88844	8.486206084	8.53911471	8.478430776	8.690547133	8.446376353	8.461057638	8.588405194	7.64097	7.80607	7.91648	9.08108	8.19525	7.04767	6.82782	8.19131	9.64061	8.35226	9.15735	8.808480114	10.854	8.517466414	8.800326841	8.679072494	8.36902786	8.98698	8.49025	7.88631	7.66534	8.48382	8.47411	8.73606	8.29554	8.61912	8.566142529	9.97269	8.54466135	8.452009532	8.6070699	8.656116124	8.507936113	8.527720764	9.00647	8.57024	8.55953671	10.1628	8.539204722	8.589589424	8.566790347	8.30012	8.530065116	7.06717	8.82941	8.53138	7.90509	8.69732	8.55497	8.61728
Q9H3G5	8.37591	8.57969	7.13443	7.65105	9.00731	8.20065	8.65428	8.88539	8.30879	8.223105803	8.14517	8.04658	8.12928	8.54767	7.10643	8.36856933	7.27705	8.03342	9.53411	9.05501	8.6435	7.80607	6.90689	6.56224	8.224295066	8.274343626	8.08055	8.02181	8.63481	6.06178	8.10276	8.93044	10.2772	9.50462	8.329677085	8.287208	8.20897	9.09249	8.54767	8.11686	7.96174	8.11686	8.92748	8.80639	8.00787	7.04767	8.255862078	8.2317	8.77841	7.31741	8.15076	10.224	8.28541888	9.14644	7.63227	8.04275	7.37156	9.34052	8.82177	7.94544	7.24413	8.290679304	7.86357	8.55152	6.78921	8.15076	8.2937	10.1561	9.56605	8.412708276	7.67666	8.97928	8.16591	8.56148	6.88874	8.42501	9.67331	8.328661449	7.6886	7.85362	9.32643	8.37417	8.72247	8.01625	7.66534	8.313174598	8.08215
P02753	9.68615	9.39017	8.747409482	8.618443372	8.87086516	9.30652	6.91289	10.4282	8.888150393	8.783091689	9.44439	9.13443	9.87682	9.42333	8.806821484	6.11478	8.42417	8.727536393	8.840723826	6.75622	6.23458	9.98314	8.939535918	8.870451336	8.695347088	8.698915146	9.15406	9.2635	9.13109	8.793278831	9.6632	9.37047	8.689986002	8.584032068	5.77873	7.38974	8.932847109	8.801387459	10.8238	11.169	10.4439	8.10014	8.681768721	8.60437	9.79669	9.064751119	8.597948455	9.21529	9.15431	8.852487575	9.35005	8.924722263	5.81762	8.802064092	9.33941	9.58477	8.28355	8.806987874	6.48059	10.0593	8.679556836	8.753566491	9.26209	9.22954	8.638782689	9.41532	9.6435	8.672294217	8.904661972	6.81506	8.618424389	10.032	9.65499	9.27682	8.670564002	9.69957	8.714211017	6.6453	7.78529	8.607797008	8.695297329	9.35909	6.53294	9.55132	8.754992497	8.448015197	9.52572
P62829	8.68335	9.12231	9.07868	10.0966	10.1748	8.87252	7.9331	8.98014	8.87652	9.11946	9.39489	9.18809	8.96029	9.6591	7.04002	9.044897297	8.50938	9.62735	9.30492	8.70667	8.17043	8.40939	8.82146	8.27659	7.79961	9.33204	10.241	9.42522	7.69836	8.23793	9.04658	9.47715	8.43087	9.09329	8.974820558	8.913567683	9.28633	9.32957	9.65785	9.23912	8.34296	8.03342	9.38522	8.71115	9.33181	8.35843	9.83968	10.6084	7.81506	7.54921	10.2805	8.48704	9.063177039	9.19943	8.64386	8.84204	9.00338	9.25314	8.3672	9.18066	9.4096	8.69453	9.16315	9.62772	8.17792	8.40301	8.54303	8.73268	7.10957	8.946284376	9.76039	10.1241	9.02791	8.98954	8.40854	9.37395	8.57705	9.006270181	8.30378	9.51806	9.15355	9.88585	9.12335	9.39103	8.808	8.81218	9.76155
P51688	7.395194205	6.62059	7.32720922	7.368112014	7.327903701	7.30465882	7.31016	9.10224	7.22304	7.71699	7.74551	7.319214149	7.356711698	5.99095	7.264442772	7.93664	8.39703	7.405739678	7.356310795	6.69905	6.61324	8.0493	6.90087	6.6879	6.91289	7.12722	7.27333	7.01681	6.42626	7.215988933	7.55766	7.72042	7.406665135	7.245664418	7.32733	7.0917	7.276251331	7.289156562	7.280982257	7.363945212	7.389751988	7.43045	7.425529154	8.34518	8.24935	7.19476	7.14568	7.1918	7.12825	7.318829992	7.7046	7.407788224	8.04002	7.458702423	7.329687521	7.344573378	8.97097	7.321722776	6.97613	8.30834	6.78529	6.6837	7.13648	6.4446	7.252333812	7.43962	7.41532	7.239544864	7.280556979	7.21043	7.354796916	7.308428786	7.297357042	6.35226	7.237826058	7.70805	7.247576453	7.29278	7.67313	7.285857149	7.219585663	7.250218365	6.96694	8.13083	6.94134	7.1375	7.40088
P53634	7.61692	5.12515	6.850836406	6.28355	5.98868	6.90207	5.67807	8.24982	6.786795791	6.78751414	7.62425	7.02901	7.6359	5.49506	6.956807675	6.701989964	6.60585	7.09592	6.14975	5.54535	5.31107	8.07093	6.898081205	6.958665737	6.908084181	6.844710757	7.64746	7.63807	5.69766	6.655522448	8.29783	8.61508	6.924521459	6.6704262	6.871697428	6.85882356	5.31107	6.2114	6.6279	6.98413	8.8009	6.73335	6.54689	6.87036	7.86233	6.956590199	6.725523453	7.63372	5.47249	6.810970364	8.1918	6.901266692	6.762621209	6.857116227	6.20163	6.63227	6.52199	6.72928	5.98641	7.83162	6.823350519	6.809432871	8.01123	5.17393	6.783538748	8.67207	8.28077	6.752269135	6.617813141	6.682313323	5.84549	7.14771	7.47005	5.44956	6.740420853	8.50303	6.765996813	6.738059804	6.82146	5.61471	6.02237	6.7761	5.54535	7.81057	6.790798466	6.708502241	7.4822
Q99615	5.9472	5.06178	5.63807	5.66107	6.10014	5.85798	5.33628	5.1127	5.51412	5.32193	3.93546	7.13545	6.13955	5.62644	5.6865	6.49185	6.058390771	6.7211	5.72792	6.53294	6.39746	6.49025	5.57289	6.15381	5.71699	6.29094	5.82273	5.50462	7.0607	5.77873	5.6865	6.74281	7.99944	5.59991	6.20359	6.52826	6.26303	5.10434	5.99322	5.54226	5.98413	5.983320797	6.5744	5.59395	6.63227	5.3505	6.74685	5.43296	5.27798	5.14975	6.50938	4.9542	6.16591	7.95942	5.99095	6.29829	6.105030746	5.29278	6.02237	6.57894	6.16591	5.92362	4.54226	5.76818	4.76022	6.03562	6.80478	6.07253	5.89724	6.70183	5.89482	6.20359	6.42291	5.70044	5.67807	6.39403	5.79442	6.14568	5.989565689	6.0268	6.08321	5.80478	6.32193	6.52356	5.86295	6.15178	5.71973
O60603	5.54535	6.272772966	5.78136	6.417824496	7.04439	5.42291	4.97728	6.78921	6.211410322	6.21335	4.80219	5.75221	5.34341	6.36946457	6.58646	6.36986686	7.57818	6.392957641	7.45204	6.68089	6.42291	6.80993	6.188442068	6.369374832	6.90087	5.33271	6.95303	6.65678	6.488332011	5.69209	7.86295	7.43296	6.43713695	6.282010615	6.47435369	6.398328232	6.192671495	7.6014	5.16993	5.1819	5.84298	6.7252	7.90629	4.08746	7.03012	6.048101454	5.74416	5.49506	6.091390053	6.11686	7.90929	6.199692634	6.234972209	6.494061929	5.36107	5.56072	8.04221	7.76089	5.96116	6.07895	6.213091152	6.11061	6.50462	6.36048057	6.33092	6.71287	6.91767	6.370131213	6.16159688	6.331291508	6.293518683	4.79701	5.92362	6.258040025	5.3147	6.99887	6.35853956	6.330317773	6.87283	6.332226597	6.88753	6.12928	6.13545	6.55152	6.332299412	5.85798	5.93546
O43665	6.87036	4.95884	7.73742	5.11686	6.61324	9.75822	6.01569	6.27068836	4.6837	5.30012	6.87406	6.17193	6.66959	4.62644	7.09908	5.30743	4.47897	6.272496616	5.29278	4.83289	5.63517	6.191637747	6.03342	4.47897	5.37504	6.80735	5.3505	6.65964	5.984590308	7.13648	6.63517	5.96116	6.329287041	6.358920118	6.146598704	5.59395	6.6279	5.65535	9.41066	9.2211	6.58646	7.20653	6.149869821	6.265178947	6.118001563	6.31651	6.99661	6.56529	5.32193	7.20359	6.43962	6.571092074	5.07039	6.165492464	10.0356	7.20945	4.29278	6.288977568	4.83794	6.219285264	5.58797	6.95768	5.42291	4.94953	6.93782	7.15886	6.19967	6.324989411	6.727538095	5.3147	6.54844	9.09329	6.2075	5.27053	7.52199	7.03232	6.385421165	6.21917	7.14873	5.69766	5.79961	9.73013	5.03562	6.258484893	5.35403	7.17792	6.54689
Q9Y3A6	7.237199133	6.00675	6.1416	7.414712213	7.70874	6.62352	7.74281	7.274793149	6.2724	9.42333	6.62644	7.247053088	7.283280242	6.27426	6.44294	7.286486496	7.390539988	7.406154755	8.07682	8.03672	7.53993	7.270711326	6.37156	6.56224	7.91827	8.08162	6.24603	6.95536	7.45121	6.43296	7.275283796	7.331055236	9.54013	8.45162	7.450169286	7.322785067	7.363097947	8.38759	7.03232	7.11582	7.162445443	7.303333968	8.47005	7.48301	7.278195663	6.44128	8.14262	6.96232	6.57743	6.16993	7.32691036	8.43379	7.230729939	7.408245273	6.12102	7.283854416	7.379409923	8.41066	7.83857	7.252050292	6.59842	8.01792	6.79831	6.89239	6.54381	7.35303419	7.371701174	8.41024	7.71287	7.414699899	7.369680902	7.24031	7.290734639	6.2854	6.10643	7.316458082	7.86542	7.287054745	7.325666452	7.363392259	8.49145	7.21335	7.64313	7.229990385	6.07468	8.0607	6.21917
O43175	7.10643	8.49506	7.58797	7.40259	7.354960105	8.0268	7.461907629	7.07253	6.62059	7.46107	7.71012	7.04221	6.69488	8.28077	7.42543	6.98071	7.327778353	7.44874	7.39965565	7.390229053	7.380056303	7.09592	6.64674	7.12102	7.88203	7.65033	7.9507	7.83289	8.58007	7.17991	5.35403	5.78398	7.329148273	7.348181231	6.91289	7.2075	7.0268	7.438127782	8.88295	8.84046	7.41193	7.353911481	7.38739767	7.443404005	7.05961	6.86419	7.08958	7.73809	8.36326	7.56224	5.61765	7.405293125	6.74281	8.63372	8.26162	7.30652	7.391688805	7.432225307	7.376239807	7.17393	6.87897	7.34873	7.95361	8.28263	7.80349	6.02237	5.82018	7.429046481	7.481646564	6.90689	7.64602	8.83036	7.32463	8.2031	7.3733	5.75489	7.34102611	6.70736	7.396047451	7.34961	7.401275159	8.28355	7.387167047	7.22978	6.76818	7.26303	7.853
P17096	10.1307	7.83416	7.81442	7.45204	9.61545	8.84204	8.15937	8.27566	9.71098	8.81089	7.70598	9.65392	9.50283	7.53605	6.59694	8.77116	6.54998	7.84987	7.03232	9.22858	9.09011	8.36632	9.17218	8.29416	8.4475	9.25857	8.78267	9.18239	8.10014	6.8392	9.6632	9.41278	7.83794	7.853	8.32733	8.09011	8.69975	8.92541	9.23122	7.38457	8.65464	9.03535	7.84172	9.3226	9.99845	9.45882	9.67666	9.64458	6.65964	7.26115	10.3918	7.21335	8.71356	8.28771	7.84737	8.20065	7.35579	7.4822	8.67349	8.85081	9.54554	9.26562	9.00619	8.36894	8.28956	8.44584	8.57781	9.12153	6.75622	8.16239	7.40514	8.86975	9.39361	7.69209	7.49825	8.98613	7.80025	8.83289	8.78758	8.90929	9.18314	9.17767	9.18016	8.63662	8.88173	8.9969	9.37504
P42766	7.19476	7.14262	7.715672469	8.5691	9.40727	6.24793	6.17393	8.0677	7.723861929	7.850555917	7.2555	8.13186	7.69	7.98925	7.763087791	8.75288	8.55382	7.84987	7.65392	7.71149	7.23074	7.70667	7.56762356	7.761961207	7.816663033	7.765894237	9.68317	7.09064	7.01123	7.540673547	9.98299	9.99746	6.54071	6.59544	7.65535	7.9542	7.24888	7.46923	6.89966	6.34696	6.76022	7.37504	7.77347	6.96	8.87467	7.417634481	7.711586072	8.40897	5.74685	7.458513892	10.865	5.79442	8.94954	8.04876	6.63662	7.66249	9.30195	7.8716	6.7879	8.07842	7.762565163	7.716953886	8.05582	7.54921	7.680681665	8.81922	9.42878	6.53916	4.90689	8.12153	7.6575	6.6879	7.66818	7.05961	7.784792556	9.38327	5.91409	7.86419	8.77939	8.08799	7.74819	7.79246	7.86047	8.76818	7.769478113	7.794997029	7.95128
Q14761	7.81378	8.108	6.17393	6.4545	6.70736	7.43463	6.72656	8.99944	7.17891	6.28725	6.62644	6.69349	6.91169	8.04439	7.36632	6.1819	8.02625	8.04221	6.69209	6.49506	6.38888	9.06016	7.02237	8.19476	6.43129	6.75622	7.06178	7.65464	8.61324	5.12928	9.5072	8.90026	7.724542543	7.301247388	9.03452	7.08852	6.65249	6.30195	7.20848	6.7879	7.57743	7.78005	8.732	6.58346	9.39853	7.18488	6.64674	7.52121	8.11946	7.2854	9.33606	7.585806855	9.06474	10.3416	6.89966	7.33807	8.03947	9.73742	7.93487	9.44605	7.8505	8.02126	8.57516	8.49065	9.0381	8.55382	9.26889	7.608162712	7.261703836	5.96347	7.76155	8.36457	6.84423	8.03507	5.86047	8.89269	7.470630082	6.01792	8.00731	6.3345	6.47735	7.24317	6.29829	9.1153	6.94134	6.35755	7.11998
P51809	8.00225	6.55305	8.34563	6.84277267	6.935170497	6.23266	6.18982	7.16892	6.977807655	6.871371521	7.45779	8.32057	7.93664	6.54998	8.03947	6.71012	6.861995475	6.806646781	6.834347389	6.44128	6.66959	7.45121	6.920134745	6.862209512	6.943388877	6.918586554	6.91049	7.01903	5.0268	8.30834	7.94778	8.32057	6.47897	5.88509	5.07039	6.48704	6.936129888	6.81086114	5.64962	5.66959	7.83731	6.894615246	6.815253593	5.73064	7.11998	6.935865082	6.855079006	6.71012	6.24222	8.05582	7.96347	5.07468	6.09592	6.858885435	6.34163	8.31288	6.848962213	6.784915686	6.05094	6.90328	6.926336483	6.851447811	7.17991	6.52356	8.56071	8.34163	8.36282	5.60585	6.10852	6.42122	6.884292157	6.3505	7.99661	6.2891	8.24413	8.23601	5.23649	6.60288	6.934342674	6.854749712	6.893529279	6.41447	6.22882	7.11374	6.879912446	6.873788644	6.66818
P61619	7.74416	8.0493	7.82464	8.77939	9.21893	6.85798	6.72247	7.52356	8.9257	7.04767	7.37243	9.25077	8.27612	8.55957	8.0433	9.03315	7.44874	8.60326	8.82305	8.32057	7.82909	8.05853	7.41024	7.75221	7.95826	7.78267	7.99831	7.64241	7.02791	8.58007	7.48382	7.89724	6.41447	7.56377	9.68703	9.22183	8.37417	8.19131	8.23936	7.33718	6.96347	7.43296	7.96867	7.30834	8.58496	7.13134	7.99548	8.34341	6.3837	7.33271	8.19131	6.75087	9.24888	8.61434	6.83416	7.43879	7.91349	8.06393	7.83605	7.7879	8.5306	7.58721	7.49346	8.89905	8.58609	6.96578	6.60288	8.8351	6.91289	9.55267	7.95303	7.97154	8.23074	8.07575	7.65392	7.05094	7.94427	9.34296	7.40088	8.51491	8.83384	7.92719	7.83099	8.12619	8.06985	7.71768	7.81186
